회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
(주)바인아이엔지,"baining.co.,ltd",바인아이엔지, ,박순영,기타법인,160111-0093841,314-81-31100,대전광역시 서구 만년동 358 팝콘빌딩 4층, ,,데이터베이스 및 온라인정보 제공업,2000-02-22,12월
(주)박스인시네,"BOXINCINE.CO.,LTD",박스인시네, ,김선욱,기타법인,176011-0042983,513-81-38355,경상북도 구미시 공단동 253-2, ,,영화관 운영업,2005-09-29,12월
주식회사 박영사,pakyoungsa,박영사, ,"안종만, 안상준",기타법인,110111-0862254,110-81-34015,"서울특별시 금천구 가산디지털2로 53 (가산동, 한라시그마밸리)210호",www.pakyoungsa.co.kr,,서적 출판업,1992-06-04,12월
(주)반장프렌즈,"BANJANG FRIENDS Co., Ltd.",반장프렌즈, ,"강중식, 최대열",기타법인,110111-7514410,566-86-01857,"서울특별시 강남구 테헤란로 124 (역삼동, 삼원타워) 17층", ,,그 외 기타 정보 서비스업,2020-06-09,12월
발라모굴리스소프트 주식회사,Valarmoguhlissoft Com,발라모굴리스소프트, ,한순례,기타법인,110111-6350328,296-88-00540,"서울특별시 종로구 새문안로 68 (신문로1가, 흥국생명빌딩)", ,,소프트웨어 개발 및 공급업,2017-03-20,08월
(주)방송과사람,Construction Real Estate Television,방송과사람, ,김홍범,기타법인,110111-2911041,107-86-43153,대구광역시 북구 침산동 416-8,www.crtv.co.kr,,프로그램 공급업,2003-12-10,12월
배네코 주식회사,"BAENECO CO.,Ltd",배네코, ,허수미,기타법인,110111-4695502,107-87-58895,"서울특별시 영등포구 여의대로 56 (여의도동, 한화증권빌딩)", ,,소프트웨어 개발 및 공급업,2011-09-27,09월
주식회사 배움닷컴,Baeoom.com Inc.,배움닷컴, ,임춘수,기타법인,110111-1865306,120-81-98980,서울특별시 강남구 삼성동 141-28 동신빌딩 5층, ,,데이터베이스 및 온라인정보 제공업,2000-01-28,12월
(주)배틀탑,Battletop Co. Ltd.,배틀탑, ,김태용,기타법인,110111-1548853,112-81-49872,서울특별시 강남구 대치동 994-3 메디다스벤처타워 6층,www.battletop.com,,데이터베이스 및 온라인정보 제공업,1998-06-08,12월
백호프오토메이션 주식회사,Tri-TEK Corp.,백호프오토메이션, ,유기석,기타법인,110111-1188584,116-81-37382,"서울특별시 금천구 가산디지털2로 115 1201호,1202호(가산동, 대륭테크노타운3차)", ,,시스템 소프트웨어 개발 및 공급업,1995-08-25,12월
(주)밴하우스,vanhouse,밴하우스, ,유기정,기타법인,110111-1858450,206-81-21335,서울특별시 광진구 구의동 546-4 테크노마트빌딩 34층 1호,www.vanhouse.co.kr,,게임 소프트웨어 개발 및 공급업,2000-01-20,12월
주식회사 밸럽스,-,밸럽스, ,강성재,기타법인,110111-3829805,108-81-82912,경기도 안양시 만안구 덕천로 52 (안양동) 청솔프라자 502, ,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2013-08-09,12월
(주)밸로프,"VALOFE Co.,Ltd.",밸로프,331520,신재명,코스닥시장,110111-7171731,737-81-01610,서울특별시 금천구 남부순환로 1282 밸로프타워,없음,,소프트웨어 개발 및 공급업,2019-07-15,12월
(주)밸로프,"VALOFE Co., Ltd.",밸로프, ,신재명,기타법인,110111-3671602,120-87-14959,"서울특별시 금천구 디지털로 130 601,602,603호(가산동, 남성프라자)",www.valofe.com,,유선 온라인 게임 소프트웨어 개발 및 공급업,2007-05-03,12월
주식회사 밸류라이징,Value rising,밸류라이징, ,박성민,기타법인,131111-0632462,792-81-02348,"경기도 용인시 기흥구 죽전로 17 (보정동, 풍산프라자) 801호내 에이치 226", ,,모바일 게임 소프트웨어 개발 및 공급업,2021-05-26,12월
주식회사밸류링크유,"ValuelinkU Co., Ltd",밸류링크유, ,남영수,기타법인,110111-6621208,155-86-00662,"서울특별시 마포구 마포대로 19 (마포동, 신화빌딩) 1005-6호",www.valuelinku.com,,응용 소프트웨어 개발 및 공급업,2018-01-08,12월
(주)밸류버거시스템즈,Value Burger Systems Inc.,밸류버거시스템즈, ,이성한,기타법인,110111-2166109,105-86-21906,서울특별시 금천구 가산동 60-69 엘리시아 14층 1401,www.mteksoft.com,,시스템 소프트웨어 개발 및 공급업,2001-02-07,12월
(주)밸류스페이스,"ValueSpace co., Ltd",밸류스페이스, ,최연욱,기타법인,110111-2570227,220-86-43010,서울특별시 강동구 성내동551-1 삼원타워5층,www.valuespace.co.kr,,컴퓨터시스템 통합 자문 및 구축 서비스업,2002-07-01,12월
주식회사 뱅모프로덕션,"Bangmo Production Co., Ltd.",뱅모프로덕션, ,홍은영,기타법인,110111-6633972,213-86-41839,서울특별시 서초구 도구로 127 (방배동), ,,방송 프로그램 제작업,2018-01-17,12월
뱅크웨어글로벌(주),"Bankware Global Co., Ltd.",뱅크웨어글로벌,199480,"이경조, 이은중",코스닥시장,110111-5141877,106-86-72164,서울특별시 중구 서소문로11길 19 B동 12층,bankwareglobal.com,bankwareglobal.com,응용 소프트웨어 개발 및 공급업,2010-06-03,12월
(주)뱅크타운,"Banktown Co., Ltd",뱅크타운, ,김춘길,기타법인,110111-2328965,117-81-35316,서울특별시 양천구 목동 924 한국통신정보전산센터,www.banktown.com,,시스템 소프트웨어 개발 및 공급업,2001-09-11,12월
(주)뱅크풀,"Bankpool Co., Ltd.",뱅크풀, ,이성렬,기타법인,110111-2017857,220-81-91967,서울특별시 강남구 역삼동 647-9 삼성역삼빌딩 17층,http://www.how2loan.com,,시스템 소프트웨어 개발 및 공급업,2000-07-05,12월
(주)버넥트,"VIRNECT Co., Ltd.",버넥트,438700,하태진,코스닥시장,205511-0049363,194-81-00551,서울특별시 용산구 한강대로7길 10-15  버넥트 익스피리언스센터,www.virnect.com,,응용 소프트웨어 개발 및 공급업,2016-10-04,12월
(주)버드커뮤니케이션,"BIRD COMMUNICATION CO.,LTD.",버드커뮤니케이션, ,김창열,기타법인,110111-1814535,120-81-95964,서울특별시 강남구 대치동 890-44 두원빌딩 3층,www.birdcom.com,,게임 소프트웨어 개발 및 공급업,1999-11-24,12월
버디버디 주식회사,"BuddyBuddy Co., Ltd.",버디버디, ,김형철,기타법인,110111-1850828,110-81-44264,서울특별시 구로구 구로동 222-12 마리오타워 2층,www.buddybuddy.co.kr,,데이터베이스 및 온라인정보 제공업,2000-01-13,12월
버라이존코리아 주식회사,Verizon Korea Limited,버라이존코리아, ,패르틱알룬설리반,기타법인,110111-1645659,101-81-47985,"서울특별시 강남구 테헤란로 152 41층 (역삼동, 강남파이낸스센터)", ,,그 외 기타 전기 통신업,1999-02-04,12월
주식회사 버즈피아,"Buzzpia Co., Ltd. ",버즈피아, ,유강원,기타법인,131111-0321651,144-81-04722,"경기도 성남시 분당구 판교역로 235 (삼평동, 에이치스퀘어엔동) 6층", ,,출판업,2012-08-31,12월
(주)버츄얼웨어,Virtualware Co. Ltd,버츄얼웨어, ,구경백,기타법인,110111-1445132,105-81-88542,서울특별시 강남구 논현동 14-2 백송빌딩 4층,www.virtualware.co.kr,,시스템 소프트웨어 개발 및 공급업,1997-08-01,12월
주식회사 버키,BALKY,버키, ,"변준석, 전상호",기타법인,110111-6140654,381-88-00362,"서울특별시 강남구 논현로 404 4층(역삼동, 정안빌딩)",www.balky.kr,,소프트웨어 개발 및 공급업,2016-08-04,12월
(주)버킷스튜디오,"BUCKET STUDIO Co.,Ltd.",버킷스튜디오,066410,강지연,코스닥시장,110111-1646889,120-81-86617,서울특별시 강남구 언주로135길 21 (논현동),www.towin-global.com,,전기 통신업,1999-02-05,12월
주식회사 버튼스,"Buttons Co., Ltd.",버튼스, ,김현,기타법인,110111-8876463,807-86-02854,서울특별시 강남구 테헤란로98길 8 5층(대치동), ,,게임 소프트웨어 개발 및 공급업,2024-02-23,12월
버프컨트롤,Buff Control Inc.,버프컨트롤, ,최조은,기타법인,110111-5749176,665-86-00081,서울특별시 강동구 천중로 213 (길동)1137호, ,,일반 서적 출판업,2015-06-11,12월
번개장터 주식회사,Bungaejangter Inc.,번개장터, ,최재화 강승현,기타법인,110111-4525030,113-86-45836,"서울특별시 서초구 서초대로38길 12 타워2, 7층 , 10층 (서초동, 마제스타시티)",m.bunjang.co.kr,,응용 소프트웨어 개발 및 공급업,2011-02-01,12월
(주)범일정보,"BUMIL Information Co., Ltd",범일정보, ,박영기,기타법인,170111-0067729,502-81-29666,대구광역시 수성구 알파시티1로35길 5 (대흥동),-,,컴퓨터시스템 통합 자문 및 구축 서비스업,1993-07-08,12월
주식회사 베넥스,"VANEX CO., LTD.",베넥스, ,박규태,기타법인,110111-2175499,114-86-06461,서울특별시 마포구 동교동 165-8 LG팰리스빌딩 506호,www.vanex.co.kr,,컴퓨터시스템 통합 자문 및 구축 서비스업,2001-02-21,12월
베리굿스튜디오(주),VERYGOODSTUDIO,베리굿스튜디오, ,조성걸,기타법인,110111-5471969,105-88-06554,서울특별시 마포구 와우산로29가길 54-8 (서교동) 1층,verygood-studio.com,,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",2014-08-06,12월
주식회사 베리미디어,"G-TELEVISION CO.,LTD",베리미디어, ,하용운,기타법인,110111-2140723,220-86-03094,"서울특별시 강서구 까치산로 112 4층 (화곡동, 티브로드강서방송(주))",www.igtv.co.kr,,프로그램 공급업,2001-01-01,12월
주식회사 베리어스 아트텍,various artech,베리어스아트텍, ,장완규,기타법인,170111-0842577,178-88-02444,대구광역시 수성구 달구벌대로 2881, ,,영상ㆍ오디오 기록물 제작 및 배급업,2021-10-29,12월
베리타스소프트웨어(주),VERITAS SOFTWEAR INC,베리타스소프트웨어, ,김석한,기타법인,110111-3159591,220-87-03863,"서울특별시 영등포구 여의대로 8 A동 3402호(여의도동, 여의도파크센터)", ,,컴퓨터시스템 통합 자문 및 구축 서비스업,2005-02-14,12월
베리타스코리아 유한회사,Veritas Korea,베리타스코리아, ,"래리오웬마틴, 헨크산자이코마르나토니",기타법인,110114-0162327,763-88-00152,"서울특별시 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰) 35층",www.veritas.com/ko/kr,,컴퓨터시설 관리업,2015-07-03,03월
주식회사 베스텔라랩,VEStellaLab Inc.,베스텔라랩, ,정상수,기타법인,110111-6842606,302-88-01107,경기도 성남시 분당구 판교로289번길 20 2동 8층, ,,데이터베이스 및 온라인정보 제공업,2018-08-16,12월
주식회사 베스트인터넷,Best internet.inc,베스트인터넷, ,이한순,기타법인,110111-1653363,201-81-23997,서울특별시 서초구 서초동 1713-1,www.bi.co.kr,,데이터베이스 및 온라인정보 제공업,1999-02-23,12월
베스트존,Best Zone,베스트존, ,김숙자,기타법인,160111-0090920,305-81-35136,대전광역시 동구 용전동 167-1 한국통신 용전전화국청사 3층 405호,webload.net,,기타 정보기술 및 컴퓨터운영 관련 서비스업,1999-12-22,03월
베스티안파트너스(주),"Bestian Partners Co., Ltd.",베스티안파트너스, ,오현성,기타법인,160111-0095285,314-81-31847,서울특별시 마포구 동교동 LG펠리스빌딩 8층,www.b-p.co.kr,,시스템 소프트웨어 개발 및 공급업,2000-03-20,12월
베스핀글로벌 주식회사,Bespin Global Inc.,베스핀글로벌, ,"이해민, LEE JOHN HANJOO",기타법인,131111-0426097,638-87-00223,"서울특별시 서초구 강남대로 327 (서초동, 대륭서초타워) 13, 14, 15, 16층",www.bespinglobal.com,,컴퓨터시스템 통합 자문 및 구축 서비스업,2015-10-19,12월
주식회사 베어로보틱스코리아,Bear Robotics Korea Inc.,베어로보틱스코리아, ,김준수,기타법인,110111-6516532,148-88-00881,"서울특별시 성동구 성수일로 10 (성수동1가, 서울숲ITCT지식산업센터)", ,,시스템 소프트웨어 개발 및 공급업,2017-09-14,12월
(주)베어엔터테인먼트,"Bear Entertainment inc,.",베어엔터테인먼트, ,허대영,기타법인,110111-1026065,120-81-37815,서울특별시 강남구 삼성동 159-9 도심공항타워 7층 705,www.ibear.co.kr,,일반 영화 및 비디오물 제작업,1994-04-11,12월
(주)베이글코드,"Bagelcode, Inc.",베이글코드, ,"김준영, 윤일환",기타법인,110111-5024875,107-87-84490,"서울특별시 강남구 테헤란로 328 (역삼동, 동우빌딩) 16층", ,,유선 온라인 게임 소프트웨어 개발 및 공급업,2012-12-17,12월
(주)베이넥스,"Baynex Co., Ltd",베이넥스, ,연광흠,기타법인,110111-3341594,107-86-71299,"서울특별시 영등포구 당산로41길 11 (당산동4가, 당산SKV1center) 더블유동 1209 ~1212 비202호",www.baynex.co.kr,,기타 정보기술 및 컴퓨터운영 관련 서비스업,2005-12-01,12월
주식회사 베이리스,"BEYLESS CO.,LTD.",베이리스, ,김형준,기타법인,110111-4789701,214-88-90958,"대구광역시 북구 연암로 40 (산격동, 대구광역시산격청사) 201동 4층",www.beyless.com/,,응용 소프트웨어 개발 및 공급업,2012-02-06,12월
베이브닷컴(주),Veib.com,베이브닷컴, ,김재은,기타법인,110111-1540726,116-81-68186,서울특별시 영등포구 여의도동 34-2 부국증권빌딩 906호,www.veib.com,,시스템 소프트웨어 개발 및 공급업,1998-05-01,12월
(주)베이비이천,(c)baby2000,베이비이천, ,최재혁,기타법인,110111-1858442,215-81-85968,서울특별시 서초구 양재동 67-5 대원빌딩 402호,www.baby2000.co.kr,,데이터베이스 및 온라인정보 제공업,2000-01-20,12월
주식회사 베이스스토리,"BASESTORY CO.,LTD.",베이스스토리, ,김정미,기타법인,110111-6474342,497-87-00826,"서울특별시 마포구 월드컵북로 323 6층, 7층(상암동, 제일라아트홀)", ,,방송 프로그램 제작업,2017-08-08,12월
주식회사 베이칩스,"Baychips Co.,Ltd",베이칩스, ,최낙규,기타법인,110111-2979734,110-81-65600,"서울특별시 마포구 성암로 189 (상암동, 중소기업DMC타워) 20층 2002-1호",baychips.com/,,소프트웨어 개발 및 공급업,2004-04-01,12월
(주)베텐벨,BETENBEL,베텐벨, ,안진균,기타법인,110111-2178039,206-81-55607,서울특별시 송파구 석촌동 60-16 동양빌딩 5층, ,,시스템 소프트웨어 개발 및 공급업,2001-03-01,12월
주식회사 벡터코리아아이티,Vector Korea IT,벡터코리아아이티, ,"토마스알버트벡, 토마스가이어",기타법인,110111-3757402,113-86-16516,서울특별시 용산구 한남대로11길 12 고뫄스빌딩 5층 (한남동), ,,컴퓨터 프로그래밍 서비스업,2007-09-19,12월
(주)벤처테크,"Venture Technology Co.,Ltd",벤처테크, ,안창용,기타법인,110111-1764334,107-81-70126,서울특별시 영등포구 여의도동 중소기업중앙회 빌딩 8층,www.cyberventure.co.kr,,시스템 소프트웨어 개발 및 공급업,1999-09-01,12월
벤처포럼비아이(주),"Venture Forum BI Co., Ltd.",벤처포럼비아이, ,신재균,기타법인,110111-1838494,110-81-46146,경기도 성남시 분당구 판교로 323, ,,시스템 소프트웨어 개발 및 공급업,1999-12-28,12월
주식회사 벤티지홀딩스,"Vantage Holdings Co., LTD.",벤티지홀딩스, ,"정의석, 한영철",기타법인,194911-0000874,612-81-02232,서울특별시 강남구 신사동 600, ,,일반 영화 및 비디오물 제작업,1987-07-09,12월
주식회사 벨로크,Bellock Inc.,벨로크,424760,이정현,코스닥시장,110111-8233415,693-87-02475,울산광역시 중구 종가8길 45 (복산동),www.bellock.co.kr,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2022-03-17,12월
벨정보(주),Bell information technology.Inc,벨정보, ,김철호 백휘형,기타법인,170111-0170895,502-81-51722,대구광역시 달서구 달서대로 559 (신당동) 이노비즈타워 410호,www.bellinfo.co.kr,,컴퓨터시스템 통합 자문 및 구축 서비스업,2000-04-04,12월
병원과컴퓨터(주),BYUNGCOM INC.,병원과컴퓨터, ,이민경,기타법인,110111-2242884,117-81-33676,서울특별시 강남구 역삼로2길 16 (역삼동) 9층, ,,시스템 소프트웨어 개발 및 공급업,2001-05-21,12월
보고정보시스템(주),BOGO INFORMATION SYSTEM,보고정보시스템, ,송상선,기타법인,110111-1513913,116-81-67381,"서울특별시 금천구 벚꽃로 286 508호(가산동, 삼성리더스타워)", ,,컴퓨터시스템 통합 자문 및 구축 서비스업,1998-02-15,12월
(주)보나비젼,Bonavision Inc.,보나비젼, ,신홍식,기타법인,110111-1431181,211-86-23311,서울특별시 서초구 잠원동 76-4 우진빌딩 6층,http://www.Bonavision.net,,시스템 소프트웨어 개발 및 공급업,1997-07-19,12월
보나캠프주식회사,"BONACAMP Co.,Ltd",보나캠프, ,강기성,기타법인,110111-2042432,214-86-65741,"서울특별시 금천구 디지털로9길 68 (가산동, 대륭포스트타워5차) 20층",www.bona-camp.com,,응용 소프트웨어 개발 및 공급업,2000-08-03,12월
주식회사 보난자팩토리,"Bonanza Factory Co,.Ltd.",보난자팩토리, ,김영석,기타법인,110111-6297942,818-88-00715,"서울특별시 영등포구 양평로 12 (당산동6가, 정오빌딩) 7층", ,,시스템 소프트웨어 개발 및 공급업,2017-01-23,12월
주식회사 보더리스필름,Borderless Film,보더리스필름, ,박세진,기타법인,110111-6668292,116-86-01012,서울특별시 영등포구 국회대로30길 10 2층(당산동3가), ,,"영화, 비디오물 및 방송프로그램 제작업",2018-02-23,12월
주식회사 보더스티엠,VODUS TM,보더스티엠, ,김순경,기타법인,110111-3237446,220-87-10063,서울특별시 강남구 역삼동 648-3 아로마빌딩 1층,www.voduskorea.com,,시스템 소프트웨어 개발 및 공급업,2005-05-27,12월
(주)보라존,"Borazone Co., Ltd.",보라존, ,"최동욱, 한희택",기타법인,110111-1971228,105-86-12372,서울특별시 마포구 상암동 DMC단지 E3-2 산학협력연구센터 10층, ,,프로그램 공급업,2000-05-17,12월
(주)보람엔터테인먼트,BORAM ENTERTAINMENT CO.,보람엔터테인먼트, ,이주익,기타법인,110111-2850249,211-87-38301,서울특별시 강남구 논현동 9-14 2층, ,,일반 영화 및 비디오물 제작업,2003-07-01,12월
보람정보산업(주),boramgroup,보람정보산업, ,오준오,기타법인,220111-0021930,604-81-37410,"서울특별시 강남구 테헤란로 151 (역삼동, 역삼하이츠빌딩) 3층", ,,컴퓨터 프로그래밍 서비스업,1998-04-01,12월
주식회사 보람패밀리,BORAM FAMILY,보람패밀리, ,김지은,기타법인,110111-6420014,822-81-00807,"서울특별시 용산구 이촌로54길 5 (이촌동, 코스모스맨션) 101호", ,,프로그램 공급업,2017-06-09,12월
(주) 보보텍,"VOVOTEC CO.,LTD",보보텍, ,문정호,기타법인,110111-1774169,206-81-17618,서울특별시 중구 신당5동 101-7 동원빌딩 7층,http://www.vovo.co.kr,,시스템 소프트웨어 개발 및 공급업,1999-09-15,12월
주식회사 보스윈,BOSWIN,보스윈, ,강승식,기타법인,110111-1291204,106-81-61319,서울특별시 동작구 사당동 1047-25 한화빌딩 2층,www.boswin.com,,시스템 소프트웨어 개발 및 공급업,1996-07-01,12월
보스포러스인베스트먼트 주식회사,"Bosphorus Investment Co., Ltd",보스포러스인베스트먼트, ,최정필,기타법인,180111-1032232,640-87-00323,"부산광역시 부산진구 동천로 4 (전포동, 지오플레이스) 6층", ,,영화관 운영업,2016-05-04,12월
(주)보안마법사,Security Wizard,보안마법사, ,박창민,기타법인,110111-1940124,220-81-84637,서울특별시 서초구 양재동 276-1 대성빌딩 4층,www.securewiz.net,,시스템 소프트웨어 개발 및 공급업,2000-04-14,03월
보이스아이(주),"VOICEYE Co., Ltd.",보이스아이, ,은유진,기타법인,110111-7707007,212-87-02086,"서울특별시 송파구 정의로8길 4 (문정동, KD70)",www.voiceye.com,,소프트웨어 개발 및 공급업,2020-12-07,12월
주식회사 보이스텍,Voicetech Inc,보이스텍, ,강수웅,기타법인,110111-1720443,208-81-27903,서울특별시 영등포구 여의도동 25-11 한진해운빌딩 15층,www. voicetech.co.kr,,시스템 소프트웨어 개발 및 공급업,1999-06-23,12월
주식회사 보이저엑스,VoyagerX,보이저엑스, ,남세동,기타법인,110111-6338655,852-88-00656,서울특별시 서초구 서초대로38길 12 마제스타시티타워1 10층,www.voyagerx.com,,응용 소프트웨어 개발 및 공급업,2017-03-08,12월
주식회사 보천가족,cinemine,보천가족, ,김형일,기타법인,110111-2737306,106-86-17991,서울특별시 강남구 신사동 666-6, ,,영화관 운영업,2003-03-13,12월
복스넷,"voxnet co., ltd",복스넷, ,조성민,기타법인,110111-1841124,109-81-61109,서울특별시 영등포구 당산동1가 307번지 성도빌딩 4층,www.voxnet.co.kr,,시스템 소프트웨어 개발 및 공급업,1999-12-30,12월
(주)본엔터테인먼트,VON ENTERTAINMENT INC.,본엔터테인먼트, ,남궁본,기타법인,110111-0758239,211-86-42185,서울특별시 강남구 대치동 1024 나산빌딩 3층,www.vonentertainment.com,,일반 영화 및 비디오물 제작업,1991-03-11,12월
(주)본정보,"Boninfo Co., Ltd.",본정보, ,김명호,기타법인,110111-5921477,582-88-00285,"서울특별시 강서구 양천로 547 15층, 1501호 (가양동, 마스터밸류)",www.boninfo.co.kr,,기타 정보기술 및 컴퓨터운영 관련 서비스업,2015-12-18,12월
주식회사 본팩토리,"BON FACTORY CO.,LTD",본팩토리, ,"문석환, 오광희",기타법인,110111-3954298,211-88-17389,서울특별시 강남구 삼성로119길 45 (삼성동)4층, ,,"영화, 비디오물 및 방송프로그램 배급업",2008-08-18,12월
주식회사 봉봉,vonvon inc,봉봉, ,김종화,기타법인,131111-0398048,144-81-35166,"서울특별시 서초구 효령로77길 28 (서초동, 경농사옥) 3층", ,,정보서비스업,2015-01-01,12월
(주)부동산닷컴,"Budongsan.com co., Ltd.",부동산닷컴, ,하태웅,기타법인,110111-1900194,110-81-45017,서울특별시 구로구 구로3동 212-30 에이스 트윈타워 2차 1105호,http://www.Budongsan.com,,데이터베이스 및 온라인정보 제공업,2000-03-08,03월
부동산일번지(주),Real Estate 1st,부동산일번지, ,이태규,기타법인,110111-1767594,214-86-38977,서울특별시 강남구 역삼동 719-4 도원빌딩 10층, ,,데이터베이스 및 온라인정보 제공업,1999-10-01,12월
부동산일일사주식회사,Real Estate 114 Inc.,부동산일일사, ,김성은,기타법인,110111-1705205,211-86-53421,"서울특별시 서초구 효령로 346 8층, 9층(서초동, 에이치디씨 랩스타워)",www.r114.com,,데이터베이스 및 온라인정보 제공업,1999-05-28,12월
주식회사부드러운돌멩이,"SOFT ROCK Co.,Ltd.",부드러운돌멩이, ,송현석,기타법인,110111-7487526,865-81-01803,"서울특별시 성동구 연무장5길 9-16 (성수동2가, 블루스톤타워) 10층 1003,1004,1005호", ,,출판업,2020-05-15,12월
(주)부뜰정보시스템,"Buttle Information Systems co.,Ltd",부뜰정보시스템, ,서철욱,기타법인,110111-1500225,229-81-30593,"서울특별시 영등포구 영등포로 144 (당산동1가, (주)유니디아)",www.buttle.co.kr,,시스템 소프트웨어 개발 및 공급업,1998-01-10,12월
부루소인터내셔날(주),Buruso International,부루소인터내셔날, ,오상균,기타법인,110111-1800469,107-81-72819,서울특별시 영등포구 여의도동 대하빌딩 1001호,www.buruso.com,,시스템 소프트웨어 개발 및 공급업,1999-11-01,12월
주식회사 부릉,Vroong,부릉, ,"김형설, 채윤서",기타법인,110111-5049055,206-86-73707,"서울특별시 서초구 강남대로 577 (잠원동, HY빌딩) 3,4층", ,,정보서비스업,2013-01-18,12월
주식회사 부릉솔루션스,"Vroong Solutions Co., Ltd.",부릉솔루션스, ,최지현,기타법인,131111-0478288,248-88-00779,"경기도 성남시 분당구 황새울로 216 (수내동, 휴맥스빌리지) 12층", ,,그 외 기타 정보 서비스업,2017-04-14,12월
(주)부림특수유통,-,부림특수유통, ,추교정,기타법인,110111-2663551,214-87-24261,서울특별시 강남구 대치동 889-47 샹제리제센터 B동 502호,-,,자료 처리업,2002-12-01,12월
주식회사 부산극장,Busan Theater,부산극장, ,연제민,기타법인,180111-0007161,602-81-00353,부산광역시 중구 남포동 5가 18번지,www.pusantheater.co.kr,,영화관 운영업,1951-07-03,12월
부산문화방송(주),BUSAN MUNWHA BROADCASTING CO.,부산문화방송, ,최병한,기타법인,180111-0000222,601-81-06335,"부산광역시 동구 자성로133번길 15 (범일동, 부산문화방송)",www.busanmbc.co.kr,,지상파 방송업,1959-04-15,12월
주식회사 부산벼룩시장,CORP. CLASSIFIED FLEA MARKET,부산벼룩시장, ,권종수,기타법인,180111-0131887,621-81-17137,부산광역시 연제구 거제1동 1-11번지,http://busan.findall.co.kr,,정기 광고간행물 발행업,1992-08-12,12월
재단법인 부산영어방송재단,Busan English Broadcasting System Foundation,부산영어방송재단, ,박재민,기타법인,180122-0008322,607-82-11944,"부산광역시 해운대구 센텀동로 41 (우동, 센텀벤처타운 401호)",www.befm.or.kr,,라디오 방송업,2008-09-26,12월
(주)부산인터넷무역센터,Internet Trade Center Corp.,부산인터넷무역센터, ,송영조,기타법인,180111-0299130,607-81-46316,부산광역시 사상구 주례2동 경남정보대학 산학협력관,www.tradeopen.com,,시스템 소프트웨어 개발 및 공급업,1999-09-09,12월
부산일보(주),THE BUSANILBO,부산일보, ,김진수,기타법인,180111-0002989,604-81-06917,"부산광역시 동구 중앙대로 365 (수정동, 부산일보)",www.busan.com,,신문 발행업,1946-09-10,12월
(주)부영CNI,"Booyoung create & innovate Co., Ltd",부영CNI, ,김정환,기타법인,110111-3920447,104-86-15639,서울특별시 중구 서소문동 부영빌딩 14층, ,,소프트웨어 개발 및 공급업,2008-06-23,12월
(주)부영엔터테인먼트,"BOOYOUNG ENTERTAINMENT Co.,Ltd",부영엔터테인먼트, ,이유근,기타법인,110111-1538896,109-81-53711,"서울특별시 양천구 목동동로 411 (목동, 부영그린타운3차아파트)", ,,"영화, 비디오물 및 방송프로그램 제작업",1998-04-23,12월
(주)부영엔터테인먼트,"BOOYONUG ENTERTAINMENT Co.,Ltd",부영엔터테인먼트, ,이성한,기타법인,110111-4113629,117-81-68888,"서울특별시 양천구 목5동 부영그린타운3차 지하101호, 지하112호", ,,"영화, 비디오물, 방송프로그램 제작 및 배급업",2009-06-11,12월
부평유선방송(주),"Bupyung television network.co, Ltd",부평유선방송, ,이기장,기타법인,120111-0163759,122-81-54727,인천광역시 부평구 부평4동 433-98,www.pcntv.co.kr,,유선 방송업,1998-01-01,12월
(주)북부산정보통신,"Bukbusan info-communications Co., Ltd.",북부산정보통신, ,홍영근,기타법인,180111-0339655,606-81-64005,부산광역시 북구 구포동 1009-38, ,,기타 정보기술 및 컴퓨터운영 관련 서비스업,2000-10-20,12월
(주)북이십일,Book21 Publishing Group,북이십일, ,김영곤,기타법인,110111-1959612,105-86-11709,"경기도 파주시 회동길 201 (문발동, 북이십일)",www.book21.co.kr,,서적 출판업,2000-05-06,12월
(주)북큐브네트웍스,"BOOKCUBE NETWORKS CO., Ltd.",북큐브네트웍스, ,유철종,기타법인,110111-3956393,113-86-24199,"서울특별시 구로구 디지털로33길 27 905호,906호,907호 (구로동, 삼성IT밸리)",www.bookcube.com,,데이터베이스 및 온라인정보 제공업,2008-08-21,12월
(주)북토피아,"BookTopia, Inc.",북토피아, ,오재혁,기타법인,110111-1699789,105-81-99961,서울특별시 마포구 서교동 355-28,http://www.booktopia.com,,시스템 소프트웨어 개발 및 공급업,1999-05-19,12월
주식회사 북팔,"Bookpal Co., Ltd.",북팔, ,김형석,기타법인,110111-4560606,214-88-74813,"서울특별시 마포구 월드컵북로 396 비즈니스타워 21층(상암동, 누리꿈스퀘어)",bookpalcorp.com/,,그 외 기타 정보 서비스업,2011-03-21,12월
불교텔레비전(주),Buddhist Television Network Co.Ltd,불교텔레비전, ,"강성태, 구본일",기타법인,110111-1017353,105-81-63314,서울특별시 서초구 남부순환로 2265 (방배동),www.btn.co.kr,,"유선, 위성 및 기타 방송업",1994-03-09,12월
