회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
마장뮤직앤픽처스(주),"MACHANG MUSIC AND PICTURES CO,.Ltd",마장뮤직앤픽처스, ,"하종욱, 홍건택",기타법인,110111-6044103,801-81-00396,서울특별시 성동구 마장로 300 1층(마장동), ,,공연 기획업,2016-05-01,12월
주식회사 마제스타,"MAJESTA Co.,Ltd",마제스타, ,이준민,기타법인,131111-0317618,129-86-76483,"제주특별자치도 서귀포시 색달동 중문관광로 72번길 75 (색달동,제주신라호텔 Casino)", ,,기타 사행시설 관리 및 운영업,2012-07-25,12월
만진집단 주식회사,"MANJIN CO., LTD.",만진집단, ,김학인,기타법인,165011-0052894,280-88-00259,충청남도 당진시 신평면 계명길 33 (도성리),www.panaceagc.com,,골프장 운영업,2016-01-04,12월
유한회사 매디슨카운티의 다리,The Bridges Of Madison County Ltd.,매디슨카운티의다리, ,이명한,기타법인,110114-0192605,506-81-92609,"서울특별시 용산구 한남대로42길 14 (한남동, 목멱산방) 지하1층", ,,공연 기획업,2016-11-16,12월
매직플로우 주식회사,Magicflow Inc.,매직플로우, ,"정세영, 이주희",기타법인,110111-8567137,366-81-02872,"서울특별시 강남구 역삼로77길 13 1층 (대치동, 비채빌딩)", ,,기타 창작 및 예술관련 서비스업,2023-03-16,12월
(주)맥스무비,"Maxmovie Co., Ltd.",맥스무비, ,주태산,기타법인,110111-1717226,120-81-90256,서울특별시 강남구 신사동 629-15 평화빌딩5층, ,,그 외 기타 창작 및 예술관련 서비스업,1999-06-19,12월
멀린엔터테인먼트코리아(주),Merlin Entertainments Korea,멀린엔터테인먼트코리아, ,"김영필, 메이케슐즈",기타법인,180111-0247163,618-81-22731,부산광역시 해운대구 해운대해변로 266 (중동),www.busanaquarium.com,,식물원 및 동물원 운영업,1997-12-12,12월
멀린엔터테인먼트코리아 주식회사,"Merlin Entertainments Korea Co., Ltd.",멀린엔터테인먼트코리아, ,이성호 외 1명,기타법인,180111-0551598,617-81-61162,부산광역시 해운대구 해운대해변로 266, ,,식물원 및 동물원 운영업,2006-06-01,12월
멀티소프트(주),"MultiSoft co., Ltd",멀티소프트, ,김민석,기타법인,110111-1564289,207-81-52393,서울특별시 광진구 화양동 113-1 젤코바빌딩 2층, ,,전자 게임장 운영업,1998-07-13,12월
주식회사 메가럭,MEGALUCK,메가럭, ,우광수,기타법인,220111-0073600,616-81-75362,제주특별자치도 제주시 중앙로 151 (이도일동), ,,기타 사행시설 관리 및 운영업,2009-12-15,12월
(주)메가비엠씨,"MEGABMC CO.,Ltd.",메가비엠씨, ,"손주은, 김기종",기타법인,110111-3673963,220-87-47973,"서울특별시 서초구 효령로 321 (서초동, 메가스터디)",megabmc.com/,,골프장 운영업,2007-05-07,12월
(주)메카포럼,"MECCA FORUM CO., LTD",메카포럼,035830,장기남,기타법인,110111-0857601,229-81-07622,서울특별시 강남구 논현동 130-17 그린빌딩 4층 ,www.imartin.co.kr,,공연 기획업,1992-05-15,12월
명동휘트니스주식회사,Myoungdong fitness co.ltd,명동휘트니스, ,황규성,기타법인,110111-2960999,201-81-86181,서울특별시 중구 명동2가 31-1 명동타워,www.hurest.co.kr,,체력단련시설 운영업,2004-02-25,12월
(주)명문투자개발,"Myungmoon Investment Development Co., Ltd.",명문투자개발, ,우석민,기타법인,134411-0040301,126-86-18771,경기도 이천시 대월면 도리리 66,www.theban.co.kr,,골프장 운영업,2009-02-18,12월
모노리스인천파크(주),MONOLITH INCHEON PARK,모노리스인천파크, ,김종석,기타법인,120111-1175307,161-81-02471,"인천광역시 중구 공항로424번길 60 (운서동, 대우스카이월드) 1210호", ,,유원지 및 테마파크 운영업,2021-09-08,12월
모노리스제주파크(주),MONOLITH JEJU PARK INC.,모노리스제주파크, ,김종석,기타법인,220111-0118406,616-86-22439,제주특별자치도 제주시 애월읍 산록서로 15 산131-3 (어음리),www.monolith.co.kr,,유원지 및 테마파크 운영업,2014-10-10,12월
주식회사 모던필라테스예체능,Modern Pilates Artists and Sports,모던필라테스예체능, ,김항진,기타법인,110111-7468683,238-87-01833,"서울특별시 강남구 압구정로30길 17 1층 101호(신사동, 이소니프라자)", ,,그 외 기타 스포츠시설 운영업,2020-04-24,12월
모아레포츠타운(주),MOALREPORTS TOWN,모아레포츠타운, ,김영문,기타법인,200111-0219646,410-86-00287,광주광역시 서구 풍암동 423-2, ,,골프연습장 운영업,2005-12-23,06월
(주)모츠,MOTZ,모츠, ,손동명,기타법인,110111-4263226,211-88-38778,서울특별시 강남구 논현로158길 6 모츠타워(신사동),motz.kr/,,그 외 기타 창작 및 예술관련 서비스업,2010-02-01,12월
모현지디알(주),MoHyun GDR,모현지디알, ,유재동,기타법인,134511-0073326,135-81-64712,경기도 용인시 처인구 모현면 오산리 254-6, ,,그 외 기타 스포츠시설 운영업,2003-08-19,12월
주식회사 몰디브코리아,"Maldives Korea Co., Ltd.",몰디브코리아, ,전영만,기타법인,170111-0405440,504-81-87468,대구광역시 중구 삼덕동1가 5-2,www.mdvkorea.com,,체력단련시설 운영업,2010-06-09,12월
(주)무등산골프앤리조트,Dongkwang leisure.co.,무등산골프앤리조트, ,이승,기타법인,205211-0021226,408-81-61520,"전라남도 화순군 화순읍 오성로 292-90 (서태리, 무등산CC)",www.mudeungsancc.com/,,골프장 운영업,2004-07-01,12월
무주기업도시(주),"Muju Enterprise City Co.,Ltd.",무주기업도시, ,송경,기타법인,214211-0002217,418-81-21831,전라북도 무주군 무주읍 읍내리 232-3, ,,종합 스포츠시설 운영업,2007-01-23,12월
(주)무주덕유산리조트,"Muju Deogyusan Resort Co.,Ltd",무주덕유산리조트, ,"최양환, 주강식",기타법인,110111-0282098,214-81-79916,"서울특별시 중구 세종대로9길 42 (서소문동, 부영빌딩)",www.deogyusanresort.com,,골프장 및 스키장 운영업,1980-10-20,12월
무진개발주식회사,MOOJIN DEVELOPMENT CO.LTD.,무진개발, ,최건,기타법인,115511-0000460,132-81-03924,경기도 안성시 금광면 삼흥리 산 1,해당사항없음,,골프장 운영업,1989-10-01,12월
문경관광개발주식회사,mgtd,문경관광개발, ,박시복,기타법인,175411-0005364,511-81-11461,경상북도 문경시 중앙로 188 (흥덕동), ,,유원지 및 테마파크 운영업,2003-01-04,12월
주식회사문경레저타운,"Mun Gyeong Leisure Town Co., Ltd.",문경레저타운, ,김진수,기타법인,175411-0005497,511-81-11608,경상북도 문경시 마성면 문경골프장길 240,www.mgle.co.kr,,골프장 운영업,2003-02-25,12월
문성레저개발(주),"moonseong leisure dev.co.,ltd.",문성레저개발, ,남지헌,기타법인,110111-3529463,206-86-10769,"충청북도 충주시 노은면 감노로 1327 (문성리, 동촌골프클럽)", ,,골프장 운영업,2006-09-18,12월
(주)뮤지컬해븐,musicalheaven,뮤지컬해븐, ,박용호,기타법인,110111-3667205,101-86-32018,서울특별시 종로구 이화동 95-1 동인빌딩 1층,www.musicalheaven.co.kr/,,공연 기획업,2007-04-25,12월
주식회사 미광스포렉스,"MIGWANG SPOLEX CO.,LTD",미광스포렉스, ,"이희화, 이유현",기타법인,170111-0214255,503-81-53835,대구광역시 달서구 이곡동로 55 (이곡동) 미광스포렉스 5층, ,,체력단련시설 운영업,2002-01-15,12월
미래개발 주식회사,"Pineresort co., Ltd",미래개발, ,임태주,기타법인,110111-0107105,211-81-49484,"경기도 용인시 처인구 양지면 남평로 112 (남곡리, 양지파인리조트)",pinresort.com,,골프장 운영업,1971-03-13,12월
미르개발주식회사,"MIR Development Co., Ltd.",미르개발, ,최효섭,기타법인,134511-0089597,135-81-77556,경기도 용인시 기흥구 중동 25-1,dragonmir.co.kr,,골프장 운영업,2005-04-18,12월
주식회사 미리내개발,MIRINAE,미리내개발, ,엄은주,기타법인,140111-0025682,221-81-24059,강원도 춘천시 석사동 807-2 하나빌딩 3층, ,,골프장 운영업,2004-01-07,12월
주식회사 미션리조트,mission resort,미션리조트, ,석영상,기타법인,110111-0330251,120-81-15766,경기도 여주군 강천면 부평리 산 47 -1,없음,,골프장 운영업,1987-07-13,12월
주식회사 미켈란매니지먼트,MICHELAN MANAGEMENT,미켈란매니지먼트, ,"김정호, 박영진",기타법인,131111-0572030,247-81-01612,"경기도 성남시 분당구 정자일로 100 305호(정자동, 미켈란쉐르빌)", ,,종합 스포츠시설 운영업,2019-11-07,12월
주식회사 미켈란스포츠센터,MICHELAN SPORTS CENTER,미켈란스포츠센터, ,"김정호, 박영진",기타법인,110111-1680093,114-81-88283,"경기도 성남시 분당구 정자일로 100 301호 (정자동, 미켈란쉐르빌)", ,,체력단련시설 운영업,1999-04-23,12월
(주)밀리언 골프클럽,million golf club,밀리언골프클럽, ,"양재양, 김대욱",기타법인,110111-0848907,219-81-13447,"서울특별시 구로구 안양천로537길 56 (고척동, 고척동골프연습장)", ,,그 외 기타 스포츠시설 운영업,2004-08-20,12월
주식회사 밀양관광개발,"MiryangTourism Development.Co.,Ltd",밀양관광개발, ,우정수,기타법인,191311-0010323,615-81-38627,경상남도 밀양시 단장면 단장로 986 (안법리), ,,골프장 운영업,2004-07-01,12월
(주)밀양컨트리클럽,Miryang country club,밀양컨트리클럽, ,임경주,기타법인,191311-0011420,615-81-46151,경상남도 밀양시 부북면 사포산단1길 157 (전사포리 941),www.miryangcc.co.kr,,골프장 운영업,2005-11-25,12월
유한회사 바넘문화산업전문회사,-,바넘문화산업전문회사, ,나종헌,기타법인,110114-0224490,740-87-01001,서울특별시 중구 장충단로8길 11 3층 301호(장충동1가),-,,그 외 기타 창작 및 예술관련 서비스업,2018-06-07,12월
주식회사 바디스타,bodystar,바디스타, ,신운기,기타법인,110111-4739756,101-86-68011,"서울특별시 성북구 동소문로 40 (동소문동3가, 연세빌딩)", ,,체력단련시설 운영업,2011-11-30,12월
(주)바운스,"Vaunce Co.,Ltd.",바운스, ,류호준,기타법인,110111-5701879,631-86-00114,"서울특별시 강남구 봉은사로 524 (삼성동, 코엑스인터콘티넨탈서울) 비 130호, 비 131호 (스파크플러스코엑스점)", ,,그 외 기타 분류 안된 오락관련 서비스업,2015-04-20,12월
주식회사 바이오컨트리클럽,"BIO COUNTRY CLUB CO., LTD.",바이오컨트리클럽, ,홍정우,기타법인,134311-0011693,132-81-64881,경기도 양평군 양평읍 공흥리 441 9, ,,골프장 운영업,2006-03-09,12월
(주)바이오컨트리클럽,Bio Country Club,바이오컨트리클럽, ,최영수,기타법인,171511-0006471,508-81-18449,"경상북도 의성군 봉양면 농공마전길 125-78 (신평리, 엠스클럽의성골프클럽)", ,,골프장 운영업,2005-08-24,12월
주식회사 바이칼토탈휘트니스,BAIKALTOTALFITNESS,바이칼토탈휘트니스, ,임익구,기타법인,131111-0300358,144-81-03010,"서울특별시 송파구 중대로 207 2층 201-제이139호 (가락동, 대명빌딩)", ,,종합 스포츠시설 운영업,2011-12-27,12월
(주)반도개발,bandobora,반도개발, ,이무균,기타법인,181211-0011226,620-81-03004,울산광역시 울주군 삼동면 삼동로 404 (금곡리), ,,종합 스포츠시설 운영업,1989-09-01,12월
재단법인 반도문화재단,Bando Cultural Foundation,반도문화재단, ,권홍사,기타법인,134822-0004984,244-82-00299,"경기도 화성시 동탄광역환승로 73 (오산동, 동탄역반도유보라아이비파크8.0) 207동 E262호",www.bandofoundation.org/,,도서관 및 기록보존소 운영업,2019-07-15,12월
백두개발(주),.,백두개발, ,윤동균,기타법인,190111-0061165,608-81-63661,"경상남도 창원시 마산회원구 합성남17길 38 (합성동, 노블레스골프랜드)", ,,골프연습장 운영업,2006-07-12,12월
백양개발(주),"BAEKYANG DEVELOPMENT Co., Ltd",백양개발, ,서군석,기타법인,110111-0226963,221-81-06819,강원도 춘천시 남산면 백양리 29-1,www.kangchon.co.kr,,골프장 운영업,1978-03-07,12월
백제컨트리클럽 주식회사,"BAEKJE COUNTRY CLUB Co., Ltd",백제컨트리클럽, ,형남순,기타법인,160111-0042517,307-81-06923,충청남도 부여군 은산면 충절로 3734-82 1동 클럽하우스,없음,,골프장 운영업,1994-10-04,12월
백학관광개발원 주식회사,baekhak,백학관광개발원, ,구자태,기타법인,284311-0013656,127-86-21207,경기도 연천군 백학면 노아로297번길 179-55 (학곡리),http://www.jayurocc.com,,골프장 운영업,2009-12-18,12월
주식회사 밸류컬처앤미디어,"VALUECULTURE & MEDIA CO., LTD.",밸류컬처앤미디어, ,이철,기타법인,110111-5345437,261-81-08493,"서울특별시 강남구 언주로 609 (논현동, 팍스타워) B동 4층", ,,공연 기획업,2014-02-20,12월
(주)버드우드,birdwood,버드우드, ,홍성섭,기타법인,164811-0003248,312-81-05979,"충청남도 천안시 동남구 병천면 매성2길 103 (매성리, 버드우드골프클럽)",www.birdwood.co.kr,,골프장 운영업,1988-12-15,12월
버디톡골프아카데미 주식회사,birdietokgolf academy ,버디톡골프아카데미, ,"이종우, 김성주",기타법인,134811-0578312,269-81-02004,"경기도 화성시 동탄순환대로27길 5-8 비146호(영천동,동탄케이씨티타워)", ,,골프연습장 운영업,2020-09-08,12월
주식회사 버핏서울,butfitseoul Inc.,버핏서울, ,장민우,기타법인,110111-6917178,548-81-01437,"서울특별시 강남구 논현로 336 (역삼동, 건일빌딩), 3층",www.butfitground.com/,,체력단련시설 운영업,2018-12-05,12월
(주)법면녹화육운,"Bupmyun Nokhwa Yukwoon Co., Ltd.",법면녹화육운, ,김진철,기타법인,134511-0061272,135-81-54738,"경기도 용인시 처인구 원삼면 가재월로 23 9동 903호(개포동,경남아파트)", ,,사적지 관리 운영업,2002-05-24,12월
(주)베네씨씨,BENE C.C,베네씨씨, ,안성구,기타법인,110111-1215501,105-81-78933,서울특별시 서초구 서초동 1302-2 대지스포츠프라자 2층, ,,골프장 운영업,1995-11-22,12월
베네치아코리아(주),"Venezia Co. Ltd.,",베네치아코리아, ,이흥례,기타법인,120111-0380098,121-81-74166,경상북도 김천시 구성면 송죽리 611-2, ,,골프장 운영업,2005-07-22,12월
베네핏서클 주식회사,Benefit Circle Inc,베네핏서클, ,신동원,기타법인,110111-7067873,814-87-01471,"서울특별시 강남구 강남대로 564 6층(논현동, 원빌딩)", ,,공연 기획업,2019-04-11,12월
베뉴지씨씨(주),"Bukuk Resort Co., Ltd.",베뉴지씨씨, ,김연경,기타법인,115511-0000596,132-81-04656,"경기도 가평군 가평읍 용추로171번길 100 (승안리, 가평베뉴지골프장)",없음,,골프장 운영업,1989-12-08,12월
주식회사 베니체지,venicheg,베니체지, ,권근범,기타법인,124411-0273277,235-87-01979,"인천광역시 서구 원당대로 1045 (원당동, 금호헤리티지7) 7층", ,,골프연습장 운영업,2020-08-04,12월
베르아델승마클럽(주),"HORSE RIDING CLUB CO.,LTD",베르아델승마클럽, ,김운영,기타법인,131411-0138901,134-81-98373,경기도 안산시 단원구 대부남동 7-11,horseride.co.kr,,그 외 기타 스포츠시설 운영업,2003-04-03,12월
주식회사베스타골프,VESTA GOLF,베스타골프, ,여이태,기타법인,180111-0569509,617-81-63253,부산광역시 해운대구 반송동 744-2,VESTA GOLF.COM,,골프연습장 운영업,2006-10-10,12월
(주)베스트밸리골프클럽,"BEST VALLEY GOLF CLUB Co., Ltd.",베스트밸리골프클럽, ,박세철,기타법인,284911-0047588,141-81-00294,경기도 파주시 광탄면 장지산로200번길 32-41, ,,골프장 운영업,2004-04-26,12월
주식회사 베스트탑,best top,베스트탑, ,권혁원,기타법인,131311-0250765,366-86-02260,경기도 평택시 도일로 165 (도일동), ,,골프연습장 운영업,2021-02-15,12월
베스티아골프클럽(주),bestia golf club,베스티아골프클럽, ,"강윤석, 김형판",기타법인,110111-2750457,109-81-84475,서울특별시 강서구 가양1동 162-1, ,,그 외 기타 스포츠시설 운영업,2003-04-01,12월
주식회사 베어리버,"Bearriver Co.,Ltd.",베어리버, ,박진영,기타법인,214911-0044132,403-81-80901,전라북도 익산시 웅포면 강변로 130 베어포트리조트 내(웅포리),cafe.naver.com/bearrivermember,,골프장 운영업,2014-11-05,12월
주식회사 베어포트리조트,"bearport resort co., ltd.",베어포트리조트, ,박재형,기타법인,214911-0038648,403-81-69513,전라북도 익산시 웅포면 강변로 130 (웅포리 172-9) 베어포트골프리조트,www.bearportcc.co.kr,,골프장 운영업,2012-08-28,12월
주식회사 벨라비손,BellaBison,벨라비손, ,원종화,기타법인,145111-0024556,147-86-02771,강원도 횡성군 횡성읍 한우로 696 (조곡리) 2층, ,,골프장 운영업,2022-06-08,12월
주식회사 벽은,byouk eun inc.co,벽은, ,변상진,기타법인,150111-0079025,301-81-74909,충청북도 청원군 오창면양청리 818 2, ,,그 외 기타 스포츠시설 운영업,2004-10-01,12월
보광개발(주),"Bokwang Development Co.,Ltd",보광개발, ,심춘석,기타법인,131211-0001300,126-81-06794,경기도 여주시 금사면 장흥로 416 (장흥리),www.ipo-cc.co.kr,,골프장 운영업,1989-03-02,12월
주식회사 보나엔에스,BONA NS,보나엔에스, ,장석진,기타법인,110111-6172079,637-86-00505,서울특별시 강동구 올림픽로48길 27 3층 (성내동), ,,창작 및 예술관련 서비스업,2016-09-12,12월
보림개발(주),"BORIM DEVELOPMENT CO., LTD.",보림개발, ,김각수,기타법인,110111-3646952,214-88-05539,강원도 홍천군 남면 한서로 2840,www.hilldeloci.co.kr,,골프장 운영업,2007-03-27,12월
보문개발 주식회사,"POMUN DEVELOPMENT CO., LTD.",보문개발, ,박흥국,기타법인,171211-0004207,505-81-04835,"경상북도 경주시 보문로 182-98 (북군동, 경주컨트리클럽)", ,,골프장 운영업,1989-12-22,12월
보성레저개발(주),"Bosung Leisure Development Co., Ltd.",보성레저개발, ,이화영,기타법인,200111-0166417,408-81-55412,전라남도 해남군 화원면 시아로 224,없음,,골프장 운영업,2002-11-20,12월
보승개발(주),bosung,보승개발, ,강재호,기타법인,170111-0248965,502-81-70791,대구광역시 수성구 수성동1가 96-150번지, ,,체력단련시설 운영업,2003-05-29,12월
본다빈치주식회사,Bondavinci,본다빈치, ,박상흥,기타법인,110111-5141918,101-86-81066,서울특별시 강남구 봉은사로111길 18-7,www.bondavinci.com,,그 외 기타 창작 및 예술관련 서비스업,2013-05-23,12월
(주)볼카노골프앤리조트,"LakeHills Co., Ltd.",볼카노골프앤리조트, ,윤진섭,기타법인,224111-0007340,616-81-31189,"제주특별자치도 서귀포시 산록남로 1391 (중문동, 레이크힐스제주컨트리클럽)",www.lakehillscccheju.co.kr,,골프장 운영업,2000-08-22,12월
주식회사 부건,"BuGun Co., Ltd",부건, ,"김용덕, 안흥용",기타법인,220111-0029950,616-81-30481,제주특별자치도 제주시 오등동 산 57, ,,골프장 운영업,2000-07-27,12월
(주)부산동물원,"pusan zoo co.,ltd",부산동물원, ,박상천,기타법인,180111-1086669,143-81-32550,"부산광역시 부산진구 중앙대로775번길 5 (부전동, 대림빌딩)",www.samjungthepark.com/,,식물원 및 동물원 운영업,2017-03-24,12월
부성개발주식회사,"Boo Sung Development Co.,Ltd.",부성개발, ,이정익,기타법인,170111-0224238,505-81-39353,"경상북도 영천시 고경면 호국로 1221-24 (동도리, 영천오펠클럽)", ,,골프장 운영업,2002-05-15,12월
주식회사 부영CC,booyoungcc,부영CC, ,"신명호, 최병영",기타법인,224111-0014725,616-81-66048,"제주특별자치도 서귀포시 남원읍 남조로 960 (수망리, 부영C.C)",www.booyoungcc.co.kr,,골프장 운영업,2008-06-01,12월
주식회사 부천스포츠,bucheon sports,부천스포츠, ,곽근영,기타법인,121111-0187922,130-86-43546,경기도 부천시 소사구 중동로71번길 43 (송내동), ,,종합 스포츠시설 운영업,2009-06-08,12월
(주)부토,BOOTO,부토, ,"양경섭, 오효미",기타법인,160111-0126030,314-81-45453,"충청남도 금산군 진산면 살구정길 167 (행정리, 에딘버러CC)",edinburgh.co.kr,,골프장 운영업,2001-10-14,12월
유한회사 분필,LIMITED COMPANY BOONPILL,분필, ,김일석,기타법인,131114-0001688,396-87-03777,"경기도 성남시 분당구 구미로9번길 3-10 401호 (구미동, 글로리타워)", ,,공연 기획업,2025-09-29,12월
브레이브엔터테인먼트(주),BRAVE ENTERTAINMENT,브레이브엔터테인먼트, ,강동철,기타법인,110111-4908947,211-88-82070,서울특별시 강남구 논현로104길 10, ,,그 외 기타 창작 및 예술관련 서비스업,2012-07-04,12월
블랙밸리컨트리클럽(주),BLACK VALLEY COUNTRY  CLUB,블랙밸리컨트리클럽, ,최승희,기타법인,144611-0009864,222-81-18069,강원도 삼척시 도계읍 도상로 307-84 (블랙밸리골프장),www.blackcc.co.kr,,골프장 운영업,2004-08-17,12월
주식회사 블랙스톤리조트,BLACKSTONE RESORT,블랙스톤리조트, ,원기룡,기타법인,220111-0039769,616-81-40602,"제주특별자치도 제주시 한림읍 한창로 925-122 (금악리, 블랙스톤골프클럽)",blackstonegolf.com,,골프장 운영업,2002-08-21,12월
(주)블랙스톤리조트 이천,BLACKSTONERESORT ICHEON.CO,블랙스톤리조트이천, ,원기룡,기타법인,134411-0068569,217-81-48649,경기도 이천시 장호원읍 장여로 459-160, ,,골프장 운영업,2015-12-28,12월
주식회사블랙스톤에듀팜리조트,"Blackstoneedufarmresort.Co.,Ltd.",블랙스톤에듀팜리조트, ,원용권,기타법인,154411-0028030,535-86-00475,충청북도 증평군 도안면 벼루재길 512-15 (연촌리), ,,유원지 및 테마파크 운영업,2016-09-05,12월
(주)블루아일랜드개발,"Blueisland Developement Co.,Ltd.",블루아일랜드개발, ,석균성,기타법인,120111-0429721,137-81-80474,인천광역시 서구 청라대로316번길 45 베어즈베스트 청라GC,bearsbestcheongnagc.com,,골프장 운영업,2007-03-27,12월
(주)블루원,"BlueOne Co., Ltd.",블루원, ,정필묵,기타법인,110111-0617659,135-81-11215,경기도 용인시 처인구 원삼면 보개원삼로1534번길 40,www.blueone.com,,골프장 운영업,1989-03-22,12월
주식회사 블루원레저,BlueOneLeisure,블루원레저, ,김춘수,기타법인,134511-0480092,820-81-02041,"경기도 안성시 양성면 약산길 67-6 (미산리, 안성아덴힐CC)", ,,골프장 운영업,2020-10-07,12월
주식회사 블루웨일골프클럽,"Bluewhale golf club Co.,Ltd.",블루웨일골프클럽, ,박경호,기타법인,230111-0342029,533-86-02045,울산광역시 남구 신정로37번길 34 (달동), ,,골프장 운영업,2020-11-27,12월
블루헤런 주식회사,"BLUEHERON CO., LTD.",블루헤런, ,권오삼,기타법인,131211-0015971,126-81-64682,경기도 여주시 대신면 고달사로 67,www.blueheron.co.kr,,골프장 운영업,2002-08-02,12월
(주)블리츠웨이엔터테인먼트,"Blitzway Entertainment Co., Ltd.",블리츠웨이엔터테인먼트,369370,"최승원, 이승우 (각자 대표이사)",코스닥시장,110111-7655868,640-87-01749,"서울특별시 강남구 논현로131길 35 (논현동, 리손빌)",http://blitzwayentertainment.com,,창작 및 예술관련 서비스업,2020-10-20,12월
(주)비베타,CLARKHATCHSEOUL.CO.LTD,비베타, ,김연복,기타법인,110111-2157166,120-86-16533,서울특별시 강남구 수서동 724, ,,골프장 운영업,2001-01-29,12월
주식회사 비앤지,"Co.,B&G",비앤지, ,"김진혁, 이교림",기타법인,171711-0161643,697-87-01895,경상북도 울진군 매화면 매화로 115-99 울진마린cc,www.marinecc.co.kr,,골프장 운영업,2021-02-23,12월
주식회사 비에스골프,BS GOLF,비에스골프, ,고병순,기타법인,195411-0042255,418-88-02401,경상남도 사천시 새고개길 31 (동림동), ,,골프연습장 운영업,2022-01-12,12월
(주)비와이월드,"BYWORLD.Co.,LTD",비와이월드, ,최양환,기타법인,194211-0249351,313-81-33497,"경상남도 창원시 진해구 신항동로 141 (용원동, 애플타운헤리티지) 216호", ,,유원지 및 테마파크 운영업,2015-11-17,12월
(주)비이피씨탄젠트,BEPC TANGENT CREATIVE,비이피씨탄젠트, ,김은성,기타법인,110111-3182732,215-86-68154,"서울특별시 강남구 역삼로98길 23 2층 (대치동, 태범빌딩)",bepc.co.kr/,,그 외 기타 창작 및 예술관련 서비스업,2005-03-08,12월
(주)비전힐스,"visionhillscc,co.",비전힐스, ,김상대,기타법인,110111-0584361,219-81-01048,"경기도 남양주시 화도읍 마치로 226-220 (녹촌리, (주)비전힐스)",visionhillscc.co.kr,,골프장 운영업,1988-07-22,12월
주식회사 빅랜드,Bigland,빅랜드, ,조수영,기타법인,134811-0735251,256-87-02693,"경기도 화성시 동탄대로 446 지하1층 B1101호 (청계동, 동탄역그란비아스타)", ,,볼링장 운영업,2023-03-17,12월
빅스톤사이언스센터 주식회사,BIG STONE SCIENCE CENTER CO.,빅스톤사이언스센터, ,문영식,기타법인,110111-3196709,212-81-71091,강원도 평창군 용평면 도사리 108, ,,박물관 운영업,2005-03-29,12월
빅스포주식회사,"BIGSPO.,LTD",빅스포, ,하상호,기타법인,200111-0228811,408-81-70636,"광주광역시 남구 서문대로 745 (주월동, 빅스포)", ,,체력단련시설 운영업,2006-08-01,12월
(주)빅터코리아,VICTOR KOREA INC.,빅터코리아, ,박상진,기타법인,110111-1262487,220-81-09977,서울특별시 송파구 잠실동 228-9 혜명빌딩 2층,www.victorkorea.com,,그 외 기타 스포츠 서비스업,1996-04-18,12월
주식회사 빅히트쓰리식스티,"Big Hit Three Sixty Co., Ltd.",빅히트쓰리식스티, ,윤석준,기타법인,110111-7247780,351-81-01721,"서울특별시 강남구 테헤란로108길 42 (대치동, 엠디엠타워)", ,,공연 기획업,2019-10-01,12월
(주)빌드온,Buildon,빌드온, ,이상운,기타법인,285011-0182878,128-86-52834,경기도 고양시 일산동구 중산동 4-2, ,,골프연습장 운영업,2010-09-02,12월
주식회사 빠제로골프타운,Pajero Golf Town,빠제로골프타운, ,조강인,기타법인,110111-3369728,109-86-01163,서울특별시 강서구 공항동 281 ,www.pajerogolf.com,,그 외 기타 스포츠시설 운영업,2005-12-28,12월
(주)뽀로로파크,"PororoPark Co., Ltd",뽀로로파크, ,"최종일, 김일호",기타법인,110111-4211241,214-88-49634,경기도 성남시 분당구 판교로255번길 64 아이코닉스 8층(삼평동),www.pororopark.com,,그 외 기타 분류 안된 오락관련 서비스업,2009-11-03,12월
(주)사계절,Fourseasons.Ltd,사계절, ,김건우,기타법인,164911-0035257,568-81-02333,충청남도 예산군 삽교읍 예학로 81 (목리)404호(SS프라자), ,,골프장 운영업,2021-08-12,12월
사단법인 로카피스생활체육회,ROKAFIS sports club,사단법인로카피스생활체육회, ,이중근,기타법인,110321-0056993,498-82-00412,"서울특별시 중구 세종대로9길 42 (서소문동, 부영빌딩)",www.rokafis.com/,,기타 스포츠 서비스업,2022-05-25,12월
(주)사운드얼라이언스,Sound Alliance Korea,사운드얼라이언스, ,한문규,기타법인,110111-6703048,370-86-01090,"서울특별시 종로구 동숭길 145 (동숭동) 4,5층", ,,그 외 기타 창작 및 예술관련 서비스업,2018-04-02,12월
주식회사 사유원,SAYUWON,사유원, ,한상철,기타법인,174311-0014152,428-81-01768,경상북도 군위군 부계면 치산효령로 1176 (창평리),sayuwon.com,,자연공원 운영업,2020-03-02,12월
(주)사이렌,SIREN,사이렌, ,배우리,기타법인,110111-7584950,763-87-01853,"서울특별시 강남구 논현로132길 6 (논현동, 미래빌딩) 2층", ,,골프연습장 운영업,2020-08-11,12월
(주)사직골프랜드,sajik golf land,사직골프랜드, ,김기표,기타법인,180111-1227065,423-87-01391,부산광역시 연제구 경기장로 21 (거제동) 사직골프랜드, ,,골프연습장 운영업,2019-07-04,12월
사천리조트 주식회사,"Sa Cheon co, LTD.",사천리조트, ,강대신,기타법인,195411-0012505,613-81-40113,경상남도 사천시 벌리동 454-2, ,,골프장 운영업,2006-03-15,12월
주식회사 삼공,"SAM KONG CO.,LTD",삼공, ,"홍준기, 임재현",기타법인,205311-0004006,415-81-22049,전라남도 강진군 강진읍 서성리168 제이엠오션빌306호, ,,골프장 운영업,2005-12-28,12월
