회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
락소홀딩스 주식회사,"RAKSOHOLDINGS CO.,LTD",락소홀딩스, ,정옥,기타법인,110111-1650632,110-81-40725,"서울특별시 중구 서소문로11길 50 (서소문동, 신아빌딩) 101호", ,,기타 여행 보조 및 예약 서비스업,1999-03-22,12월
주식회사 래딕스파트너스,radixpartners,래딕스파트너스, ,심양래,기타법인,110111-2156465,105-86-21100,"서울특별시 마포구 마포대로 86 8층(도화동, 창강빌딩)", ,,상용 인력 공급 및 인사관리 서비스업,2001-01-22,12월
(주)래딕스플러스,radix,래딕스플러스, ,"심양래, 이혜진",기타법인,110111-2763690,105-86-53669,서울특별시 마포구 도화동 창강빌딩 812호, ,,기타 사업지원 서비스업,2003-05-01,12월
주식회사 랜닥거래소,LANDAQ,랜닥거래소, ,조재희,기타법인,110111-2533168,211-87-15477,서울특별시 강남구 대치동 514,www.landaq.kr,,"전시, 컨벤션 및 행사 대행업",2002-05-25,12월
러너블주식회사,"RUNABLE Co.,Ltd",러너블, ,류영호,기타법인,110111-7985885,360-81-02326,"서울특별시 마포구 상암산로 48-6 (상암동, 중앙일보빌딩) 5층", ,,"전시, 컨벤션 및 행사 대행업",2021-08-17,12월
(주)레드캡투어,"RedcapTour Co., Ltd.",레드캡투어,038390,인유성,코스닥시장,110111-1303140,111-81-26895,서울특별시 중구 을지로 100파인에비뉴 B동 19층,www.redcap.co.kr,www.redcap.co.kr,여행사업,1996-08-01,12월
주식회사 레저큐,"LeisureQ co., Ltd",레저큐, ,문보국,기타법인,110111-5081106,119-86-68287,"서울특별시 강남구 테헤란로108길 42 (대치동, 엠디엠타워)",www.leisureq.com,,그 외 기타 분류 안된 사업지원 서비스업,2013-03-05,12월
(주)렌텍코리아코포레이션,Rentech Korea Corporation,렌텍코리아코포레이션, ,우용택,기타법인,110111-1871171,104-81-50062,경기도 안양시 동안구 관양2동 799번지 메가밸리 5층 507호,www.rentech.co.kr,,기타 산업용 기계 및 장비 임대업,2000-02-07,12월
렌토킬이니셜코리아 주식회사,Rentokil Initial Korea LTD,렌토킬이니셜코리아, ,최재용,기타법인,110111-3516543,214-87-95131,"서울특별시 마포구 신수로 52 (신수동, 희망브리지전국재해구호협회 2층 201호,202호)",www.rentokil.co.kr/www.rentokil-initil.com,,"소독, 구충 및 방제 서비스업",2006-08-28,12월
로버트월터스코리아 주식회사,Robert Walters Korea Ltd,로버트월터스코리아, ,제레미마일즈샘슨,기타법인,110111-4424498,101-86-58153,"서울특별시 중구 을지로5길 26 (수하동, 미래에셋센터원(MiraeAssetCENTER1)), 동관21층", ,,고용 알선업,2010-09-01,12월
로얄관광개발 주식회사,"ROYAL TOUR & PEVELOPMENT CO., LTD.",로얄관광개발, ,손용근,기타법인,110111-0134976,101-81-15917,서울특별시 종로구 경운동 91-1 서월빌딩 14층,doonnaeresort.co.kr,,여행사업,1972-10-12,12월
로얄시니어스(주),ROYALSENIORS,로얄시니어스, ,장익진,기타법인,110111-1364209,210-81-22594,경기도 고양시 일산동구 중앙로 1071 (백석동), ,,임대업; 부동산 제외,1997-01-21,12월
(주)로이안에이치앤에프,"Roiaan CO.,LTD",로이안에이치앤에프, ,방준형,기타법인,180111-0572867,617-81-63840,부산광역시 해운대구 선수촌로 57-30 2층(반여동),www.roiaan.co.kr,,사업시설 유지ㆍ관리 서비스업,2006-11-08,12월
(주)로즈로사,roserosa,로즈로사, ,김은주,기타법인,110111-4133122,211-88-29338,"서울특별시 강남구 도산대로57길 20 (청담동, 오페라하우스) 2층", ,,의류 임대업,2009-07-13,12월
로지스올 주식회사,LOGISALL,로지스올, ,"서병륜, 서용기",기타법인,110111-0408727,105-81-54931,"서울특별시 마포구 마포대로 63-8 (도화동, 삼창프라자빌딩) 6층",kpp.logisall.com,,기타 산업용 기계 및 장비 임대업,1985-11-01,12월
록산에버그린주식회사,ROKSANEVERGREEN,록산에버그린, ,김찬식,기타법인,220111-0002774,616-81-02802,제주특별자치도 제주시 서광로 107-6 (용담이동),www.roksanevergreen.com,,임시 및 일용 인력 공급업,1983-10-21,12월
롯데관광(주),"LOTTE TRAVEL SERVICE CO.,LTD.",롯데관광, ,조광희,기타법인,110111-0134116,102-81-28211,"서울특별시 중구 을지로11길 15 (수표동, 동화빌딩)", ,,여행사업,1971-06-25,12월
롯데관광개발(주),"LOTTE TOUR DEVELOPMENT CO.,LTD",롯데관광개발,032350,"김기병, 백현, 김한준",유가증권시장,110111-0115504,101-81-10173,제주특별자치도 제주시 노연로 12 (노형동),lottetour.com,,여행사업,1971-05-24,12월
롯데김해개발주식회사,Lotte Gimhae Development Co.,롯데김해개발, ,현종혁,기타법인,195511-0125398,615-81-75578,경상남도 김해시 장유로 469 2층(신문동), ,,사업시설 유지ㆍ관리 서비스업,2010-03-08,12월
롯데렌탈(주),"LOTTE rental co., ltd.",롯데렌탈,089860,최진환,유가증권시장,110111-3326588,214-87-79183,"경기도 안양시 동안구 전파로 88, 8층",www.lotterental.com/,,자동차 임대업,2005-10-20,12월
롯데멤버스 주식회사,"Lotte Members Co., Ltd",롯데멤버스, ,김혜주,기타법인,110111-5605790,104-86-58491,서울특별시 중구 통일로2길 16 (순화동) 에이아이에이타워 14층,www.lottemembers.com,,그 외 기타 분류 안된 사업지원 서비스업,2015-01-05,12월
롯데제이티비 주식회사,"LOTTE JTB Co.,Ltd",롯데제이티비, ,박재영,기타법인,110111-3685710,201-86-02089,"서울특별시 중구 서소문로 50 (중림동, CENTRALPLACE) 13층",www.lottejtb.com,,여행사업,2007-05-25,12월
롯데피에스넷(주),LOTTE PS NET,롯데피에스넷, ,이찬석,기타법인,110111-3573767,107-86-85226,서울특별시 금천구 가산디지털2로 179 롯데센터 6층, ,,그 외 기타 분류 안된 사업지원 서비스업,2006-12-05,12월
(주)룡호인터내셔널(L.H.I),-,룡호인터내셔널(L.H.I), ,이서준,기타법인,120111-0748569,317-87-00011,"서울특별시 중구 퇴계로 108 1304호 (회현동3가, 세대빌딩)", ,,여행사업,2015-02-20,12월
주식회사 루미호스피탈리티,"LUMI HOSPITALITY CO.,LTD.",루미호스피탈리티, ,김대중,기타법인,110111-0927895,205-88-03143,"서울특별시 강남구 테헤란로 207 4층 (역삼동, 아가방빌딩)", ,,기타 사무지원 서비스업,2025-06-01,12월
주식회사 루시어돈,"LUCIRDON Co.,Ltd",루시어돈, ,박옥,기타법인,280211-0236569,296-86-02582,경기도 양주시 칠봉산로227번길 64-13 (봉양동), ,,그 외 기타 분류 안된 사업지원 서비스업,2021-11-30,12월
주식회사 뤼드코리아,REED KOREA,뤼드코리아, ,니겔레슬리마쉬,기타법인,110111-4432334,220-88-07191,"서울특별시 강남구 도산대로 458 (청담동, 도산458빌딩) 6층",https://www.reedglobal.co.kr,,고용 알선업,2010-11-04,06월
주식회사 르네셀생명과학,"Rene-cell Bio Co., Ltd",르네셀생명과학, ,이진기,기타법인,131111-0296127,129-86-68095,경기도 성남시 분당구 황새울로335번길 5 7층 (서현동), ,,무형재산권 임대업,2011-11-03,12월
리드커리어 주식회사,LEADCAREER,리드커리어, ,김민성,기타법인,135811-0263673,135-86-52661,경기도 용인시 기흥구 신구로12번길 32 (신갈동) 5층,https://leadcareer.co.kr/,,임시 및 일용 인력 공급업,2015-02-02,12월
(주)리딩아이,"Leadingi Co., Ltd.",리딩아이, ,이인재,기타법인,110111-3215301,220-87-08290,"서울특별시 영등포구 선유로 70 (문래동3가, 우리벤처타운2) 608호, 701호, 708호, 709호", ,,콜센터 및 텔레마케팅 서비스업,2005-04-26,12월
리딩잡 주식회사,leading job,리딩잡, ,심무궁,기타법인,110111-5870476,515-86-00277,서울특별시 서초구 서초중앙로12길 7 (서초동) 도체오빌딩 3층, ,,고용 알선업,2015-11-02,12월
주식회사 리센스,Lissence Inc.,리센스, ,전웅,기타법인,164211-0046620,337-86-03257,충청남도 금산군 추부면 금산로 2423-16  지동 (추정리), ,,무형재산권 임대업,2024-09-24,12월
리스코세스 주식회사,"LeaseKoces Co., LTD.",리스코세스, ,김웅,기타법인,110111-4161256,120-87-43788,서울특별시 강남구 개포4동 1164-24 세화빌딩 지하 1층, ,,컴퓨터 및 사무용 기계ㆍ장비 임대업,2009-08-18,12월
주식회사 리앤이엠지엠,"LELMGM Co., Ltd.",리앤이엠지엠, ,이왕산,기타법인,110111-4007484,214-88-35289,"서울특별시 동대문구 고산자로 399 (용두동, 동양프라자)209",www.lelmgm.com/,,건축물 일반 청소업,2009-01-01,12월
리에이즈 주식회사,Liaise inc,리에이즈, ,오주환,기타법인,110111-5796309,198-87-00138,"서울특별시 영등포구 선유동1로 32 204호 (당산동3가, 신일빌딩)", ,,사업시설 유지ㆍ관리 서비스업,2015-07-30,12월
(주)리치웨이클럽,"Richway Club Co., Ltd.",리치웨이클럽, ,조성우,기타법인,110111-1505118,114-81-82713,서울특별시 중구 서소문동 120~23호 동아빌딩4층,clubrichway.co.kr,,여행사업,1998-01-19,12월
(주)리컨벤션,LEE CONVENTION,리컨벤션, ,이봉순,기타법인,180111-0350271,617-81-32880,"부산광역시 해운대구 센텀북대로 60 (재송동, 센텀아이에스타워) 507호", ,,"전시, 컨벤션 및 행사 대행업",2001-02-03,12월
(주)마나부스포츠월드코리아,MANABU SPORTS WORLD KOREA,마나부스포츠월드코리아, ,강영자,기타법인,110111-6183307,661-87-00539,서울특별시 강서구 공항대로44길 11 4층(화곡동), ,,"전시, 컨벤션 및 행사 대행업",2016-09-23,12월
(주)마루에이치알,"Maru human resource Co., Ltd.",마루에이치알, ,박종필,기타법인,110111-3486762,107-86-80274,"서울특별시 영등포구 경인로 775 (문래동3가, 에이스하이테크시티) 4동 504호",www.mrhr.co.kr,,상용 인력 공급 및 인사관리 서비스업,2006-07-06,12월
(주)마루인스퍼레이션,"Maru Inspiration Co., Ltd",마루인스퍼레이션, ,이희진,기타법인,110111-5276773,101-86-86362,"인천광역시 연수구 송도과학로 56 1411호 (송도동, 송도테크노파크BT센터)", ,,여행사업,2013-11-26,12월
마산힐링네스트(주),MASANHEALINGNEST,마산힐링네스트, ,박종용,기타법인,110111-5476563,106-87-08499,"서울특별시 용산구 한강대로23길 55 8층(한강로3가, 용산역)", ,,사업시설 유지ㆍ관리 서비스업,2014-08-04,12월
(주)마스타자동차관리,"Master Motors Management Co.,LTD",마스타자동차관리, ,장기봉,기타법인,110111-0740533,105-81-80287,"서울특별시 서초구 서초중앙로31길 6-5 (반포동, 가호)",master.co.kr,,콜센터 및 텔레마케팅 서비스업,1991-01-03,12월
마스터카드인터내셔날코리아(주),"Mastercard International Korea Co.,Ltd",마스터카드인터내셔날코리아, ,최동천,기타법인,110111-1130238,102-81-36797,"서울특별시 중구 세종대로 136 (태평로1가, 파이낸스빌딩) 16층",-,,그 외 기타 사업지원 서비스업,1995-02-18,12월
주식회사 마이리얼트립,myrealtrip inc,마이리얼트립, ,이동건,기타법인,110111-4789397,209-81-55339,"서울특별시 서초구 강남대로 327 (서초동, 대륭서초타워 18층",www.myrealtrip.com,,여행사업,2012-02-29,12월
마이오토(주),"My Auto Co., Ltd.",마이오토, ,김병태,기타법인,160111-0278675,314-86-14843,대전광역시 대덕구 한남로 65 (오정동) 나동 1층,www.djrent.kr/,,자동차 임대업,2010-04-26,12월
(주)마이원카드,MyOne Card Corp.,마이원카드, ,박경철,기타법인,110111-1596117,214-86-26525,서울특별시 서초구 서초동 1443-12 천심빌딩 5층,www.myonecard.co.kr,,그 외 기타 분류 안된 사업지원 서비스업,1998-10-15,12월
(주)마인드브리지개발 ,mindbrige,마인드브리지개발, ,박태흥,기타법인,134511-0096005,135-81-82286,경기도 용인시 수지구 신봉동 141-12 2층, ,,임대업; 부동산 제외,2009-09-29,12월
주식회사 마창대교,"MCB Co.,Ltd.",마창대교, ,원범식,기타법인,190111-0051570,608-81-52747,경상남도 창원시 성산구 남해안대로 6687 (귀산동),www.machang-bridge.com,,사업시설 유지ㆍ관리 서비스업,2003-06-24,12월
마케팅하이랜즈,MARKETING HIGHLANDS,마케팅하이랜즈, ,이종성,기타법인,110111-6121266,586-81-00522,"서울특별시 종로구 청계천로 35 10층(서린동, 관정빌딩)", ,,여행사업,2016-07-14,12월
마포도시가스이엔지(주),Ma po City Gas ENG,마포도시가스이엔지, ,홍규식,기타법인,110111-4016526,105-87-26742,서울특별시 마포구 성미산로 60 성진빌딩 2층 (성산동), ,,사업시설 유지ㆍ관리 서비스업,2008-12-31,12월
(주)맑은누리,"Malgeun.Nuri Co.,Ltd",맑은누리, ,함재의,기타법인,131411-0223281,134-86-55097,경기도 안산시 단원구 신길중앙로5길 20-17 (신길동),www. 빌딩관리.한국,,사업시설 유지ㆍ관리 서비스업,2009-03-25,12월
맑은목포환경(주),"Malgun Mokpo Co.,Ltd",맑은목포환경, ,김여생,기타법인,110111-3758385,101-86-34957,전라남도 목포시 옥암동 773-37, ,,사업시설 유지ㆍ관리 서비스업,2007-09-19,12월
맑은샘물교육(주),"Malkun Sammul Education Co.,Ltd.",맑은샘물교육, ,김연수,기타법인,110111-3853359,106-86-57412,서울특별시 용산구 용산동6가 69-167, ,,사업시설 유지ㆍ관리 서비스업,2008-03-05,12월
매경휴스닥(주),MKHUSDAQ.Co.Ltd,매경휴스닥, ,황인태,기타법인,110111-1603178,203-81-27475,서울특별시 중구 필동1가 51번지 매일경제 구사옥 2층,www.mkhusdaq.com,,인력 공급업,1998-11-04,12월
매치워커스 주식회사,MATCHWORKERS Ltd.,매치워커스, ,서명수,기타법인,134611-0073572,771-86-00106,"서울특별시 성동구 마장로 327-1 (마장동, 군산빌딩) 5층", ,,상용 인력 공급 및 인사관리 서비스업,2015-07-14,12월
(주)매크로매트릭스,macromatrix,매크로매트릭스, ,김정진,기타법인,110111-1156218,203-81-60678,서울특별시 서초구 방배중앙로 180 서울특별시 서초구 방배중앙로,www.event.co.kr,,"전시, 컨벤션 및 행사 대행업",1995-09-10,12월
주식회사 맥클린,"mclean co.,ltd",맥클린, ,김성민,기타법인,124411-0059049,137-81-52231,경기도 김포시 양촌읍 유현삭시로241번길 86 (유현리), ,,사업시설 유지ㆍ관리 서비스업,2003-03-11,12월
(주)맥클린솔루션,mcs.corp.,맥클린솔루션, ,박찬수,기타법인,134811-0353839,695-88-00164,"경기도 화성시 동탄지성로 256 210동 1701호(기산동, 에스케이뷰파크2차)", ,,"산업설비, 운송장비 및 공공장소 청소업",2015-12-09,12월
(주)맥풍,"MAEK POONG Co., LTD.",맥풍, ,손영조,기타법인,110111-1118416,209-81-16016,"서울특별시 서초구 신반포로45길 9-22 2층(잠원동, 천우빌딩)",www.maekpoong.com,,사업시설 유지ㆍ관리 서비스업,1995-01-12,12월
(주)맨테크,"ManTech Co.,Ldt",맨테크, ,이희식,기타법인,110111-1586928,229-81-33718,서울특별시 구로구 구로동 197-10 E&C벤처드림타워II 804호,www.mantech.kr,,사업시설 유지ㆍ관리 서비스업,1998-09-17,12월
(주)맨토스파워,mantoss power,맨토스파워, ,최영은,기타법인,110111-3569906,105-87-03472,"서울특별시 마포구 월드컵로16길 3 (서교동, 맨토스빌딩)", ,,인력 공급업,2006-11-28,12월
(주)맨토스파트너,mantoss partner,맨토스파트너, ,최영은,기타법인,110111-3456385,105-86-92115,"서울특별시 마포구 월드컵로16길 3 (서교동, 맨토스빌딩) 2층", ,,인력 공급업,2006-05-17,12월
주식회사 맨투맨써비스,"MAN TO MAN SERVICE CO.,LTD.",맨투맨써비스, ,장호용,기타법인,170111-0138166,514-81-30787,"대구광역시 서구 서대구로 30 4층(내당동,맨투맨빌딩)",www.m2ms.co.kr,,사업시설 유지ㆍ관리 서비스업,1998-08-03,12월
(주)맨파워그룹,manpowergroup.co.kr,맨파워그룹, ,이종률,기타법인,110111-1680233,105-81-99165,"서울특별시 서초구 논현로 79 1117호(양재동, 윈드스톤오피스텔)",www.manpowergroup.co.kr,,상용 인력 공급 및 인사관리 서비스업,1999-04-13,12월
(주)맨파워그룹코리아,Manpwer Group Korea INC.,맨파워그룹코리아, ,이우화,기타법인,110111-5691822,472-88-00047,"서울특별시 강남구 테헤란로 409 (삼성동, 동신빌딩) 10층",www.manpower.co.kr,,인력 공급업,2015-04-09,12월
(주)맨파워코리아,Manpower Korea Inc.,맨파워코리아, ,김옥진,기타법인,110111-1635642,120-81-85831,"서울특별시 강남구 테헤란로 409 (삼성동, 동신빌딩) 11층",www.manpower.co.kr,,인력 공급업,1999-06-16,12월
주식회사 맨파크,manpark,맨파크, ,정한경,기타법인,110111-5969641,601-87-00202,"서울특별시 강남구 밤고개로1길 10 1328호 (수서동, 수서현대벤쳐빌)",www.man-park.co.kr,,상용 인력 공급 및 인사관리 서비스업,2016-02-05,12월
주식회사 멀티파워텍,multipowertec,멀티파워텍, ,이동재,기타법인,110111-3534800,215-86-89708,"서울특별시 송파구 백제고분로 139 (잠실동, 극동빌딩)B동401호", ,,사업시설 유지ㆍ관리 서비스업,2006-09-26,12월
주식회사 메디엔젤,mediangel,메디엔젤, ,최규덕,기타법인,110111-2093310,212-81-49395,"서울특별시 성동구 성수일로4길 25 (성수동2가, 서울숲코오롱디지털타워) 1차 201호",www.mediangel.co.kr,,상용 인력 공급 및 인사관리 서비스업,2000-10-19,12월
(주) 메디젠피아,MEDIZENPIA,메디젠피아, ,정진오,기타법인,284111-0179486,667-88-00761,"경기도 남양주시 와부읍 수레로9번길 11 (덕소리, 선플렉스본관)208호", ,,사업지원 서비스업,2017-09-15,12월
주식회사 메디캐피탈,"MEDICAPITAL,CO.,LTD",메디캐피탈, ,정병옥,기타법인,110111-1283425,220-81-25297,서울특별시 강남구 대치동 997-4 메디슨벤처타워, ,,기타 산업용 기계 및 장비 임대업,1996-06-18,03월
메르세데스벤츠모빌리티코리아 주식회사,Mercedes-Benz Mobility Korea Ltd.,메르세데스벤츠모빌리티코리아, ,송시찬,기타법인,110111-5369445,261-81-09323,"서울특별시 중구 한강대로 416 (남대문로5가, 서울스퀘어), 10층", ,,자동차 임대업,2014-03-19,12월
메리트컨설팅주 주식회사,MERIT CONSULTING,메리트컨설팅주, ,박승한,기타법인,211111-0011479,401-81-16214,전라북도 군산시 의료원로 40, ,,건축물 일반 청소업,1999-12-01,12월
(주)메쎄이상,"Messe eSang Co.,Ltd",메쎄이상,408920,조원표,코스닥시장,110111-8073613,372-81-02557,서울특별시 마포구 월드컵북로58길 9 ES타워,messeesang.com,,기타 사업지원 서비스업,2021-10-29,12월
주식회사 메쎄이상,"Messe eSang co., Ltd.",메쎄이상, ,조원표,기타법인,110111-6927101,682-86-01130,"서울특별시 마포구 월드컵북로58길 9 (상암동, ES타워)",www.messeesang.com,,"전시, 컨벤션 및 행사 대행업",2018-11-15,12월
(주)메쎄이상,"Messe eSang Co.,Ltd",메쎄이상, ,조원표,기타법인,110111-3835472,119-86-04944,"서울특별시 마포구 월드컵북로58길 9 (상암동, ES타워)",www.messeesang.com,,"전시, 컨벤션 및 행사 대행업",2008-01-17,12월
주식회사 메이저나인,"Major Nine Co.,Ltd.",메이저나인, ,박성태,기타법인,110111-3979387,211-88-19048,"서울특별시 강남구 도산대로72길 36 (청담동, 아쿠아빌딩)", ,,그 외 기타 분류 안된 사업지원 서비스업,2008-10-06,12월
(주)메이크인,MAKE IN ,메이크인, ,최현권,기타법인,110111-5069954,206-86-74889,서울특별시 중구 퇴계로 344 (광희동2가),www.make-in.net,,상용 인력 공급 및 인사관리 서비스업,2013-02-19,12월
(주)메타마케팅,"META Marketing Co., Ltd",메타마케팅, ,유지헌,기타법인,110111-3391763,105-86-88886,서울특별시 강남구 테헤란로 141 (역삼동) KR타워 8층,metamkt.co.kr,,조경 관리 및 유지 서비스업,2006-02-13,12월
(주)메타썬,"Metasun Co., Ltd.",메타썬, ,선경일,기타법인,135811-0482041,582-87-02933,"경기도 수원시 영통구 태장로82번길 32 101동 205호 (망포동, 동수원자이1차)",www.mono-tech.co.kr,,건축물 일반 청소업,2023-12-15,12월
주식회사 메타엠,MetaM,메타엠, ,신인수,기타법인,110111-1714066,120-81-92287,"서울특별시 강남구 언주로 725 (논현동, 보전빌딩) 동관 5~6층",www.meta-m.co.kr,,콜센터 및 텔레마케팅 서비스업,1999-07-01,12월
(주)멕헬스케어,"MEK Healthcare Co.,Ltd",멕헬스케어, ,이재원,기타법인,284911-0149425,672-86-00319,"서울특별시 마포구 모래내로7길 12 (성산동, MEK빌딩(멕빌딩)) 4층", ,,기타 산업용 기계 및 장비 임대업,2016-02-02,12월
주식회사멘토니아,"mentornia co.,ltd",멘토니아, ,홍광민,기타법인,110111-3730242,105-87-11797,서울특별시 마포구 마포대로14가길 8-18 (공덕동),www.mentornia.com,,임시 및 일용 인력 공급업,2007-07-01,12월
주식회사멘토르,MENTOR,멘토르, ,손상대,기타법인,110111-2310764,120-86-25411,서울특별시 강남구 삼성동146 포스코트 308, ,,그 외 기타 분류 안된 사업지원 서비스업,2001-08-17,12월
주식회사멘토커리어,"Mentorcareer co.,Ltd.",멘토커리어, ,윤혜경,기타법인,110111-4414077,105-87-47790,서울특별시 마포구 마포대로14가길 8-18 (공덕동), ,,임시 및 일용 인력 공급업,2010-08-17,12월
(주)명가종합관리,MYUNG GA MANAGEMENT CORP.,명가종합관리, ,이혜정,기타법인,180111-0338459,603-81-43582,부산광역시 사하구 낙동남로 1348-5 (하단동),없음,,사업시설 유지ㆍ관리 서비스업,2000-11-06,12월
주식회사 명문코리아,myeong mun korea,명문코리아, ,전정화,기타법인,180111-0044840,116-81-31151,"서울특별시 서초구 반포대로 89 (서초동, 유민빌딩) 2층",www.mmkor.com,,사업시설 유지ㆍ관리 서비스업,1982-06-20,12월
주식회사 명성티엠에스,MYOUNG SUNG TMS,명성티엠에스, ,최인호,기타법인,170111-0295172,503-81-69491,대구광역시 남구 삼정길 34 (봉덕동) 1~3층, ,,상용 인력 공급 및 인사관리 서비스업,2005-09-25,12월
명진기업(주),"MYONG JIN ENTERPRISE CO., LTD.",명진기업, ,홍숙이,기타법인,110111-0851893,107-81-37995,서울특별시 영등포구 영등포로 21 양평빌딩4층 401호, ,,건축물 일반 청소업,1992-04-29,12월
모건인프라주식회사,"Chang Jeon Engineering & Construction Co., LTD",모건인프라, ,김인자,기타법인,131111-0066380,129-81-45379,경기도 용인시 수지구 성복1로 279-18 (성복동), ,,사업시설 유지ㆍ관리 서비스업,2001-09-24,12월
(주) 모닝인,morningin,모닝인, ,김기환,기타법인,110111-2981789,201-81-86406,"서울특별시 중구 마른내로 156 (광희동1가, 광희빌딩별관)",www.morningin.co.kr:9415/index.html,,상용 인력 공급 및 인사관리 서비스업,2004-04-01,12월
(주)모델라인엔터테인먼트,Modelline Entertainment,모델라인엔터테인먼트, ,여상민,기타법인,110111-0350605,211-81-23989,서울특별시 강남구 청담동 91-2,www.modelline.com,,"전시, 컨벤션 및 행사 대행업",1984-02-15,12월
(주) 모두락,Modurak.co.ltd,모두락, ,김재천,기타법인,110111-6291605,731-88-00553,"서울특별시 강서구 하늘길 70 1층 L103-2호, 3층(과해동,항공지원센터)", ,,그 외 기타 사업지원 서비스업,2017-01-25,12월
(주)모두투어네트워크,MODETOURNETWORKINC.,모두투어,080160,우종웅,코스닥시장,110111-0609771,202-81-45295,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,www.modetour.co.kr,,여행사업,1989-02-14,12월
모스원주식회사,MOSONE,모스원, ,구자성,기타법인,194911-0041406,834-88-00508,"울산광역시 중구 강북로 105 (성남동, 롯데캐슬스카이)",www.mosone.co.kr,,상용 인력 공급 및 인사관리 서비스업,2016-08-16,12월
(주)모스트엑스,MOSTX,모스트엑스, ,김기범,기타법인,110111-2817588,107-86-37025,서울특별시 강남구 학동로 306-2 (논현동), ,,그 외 기타 개인 및 가정용품 임대업,2005-06-01,12월
(주)모스트인,MOSTIN.CO. INC,모스트인, ,조진형,기타법인,110111-5116606,119-86-70560,"서울특별시 금천구 범안로 1130 (가산동, 디지털엠파이어빌딩) 510~1511호",www.mostin.co.kr,,그 외 기타 사업지원 서비스업,2013-05-06,12월
(주)모스트피플,"MOSTPEOPLE CO.,LTD.",모스트피플, ,신효휴,기타법인,110111-3156919,105-86-75168,"서울특별시 성동구 광나루로 130 804호(성수동1가, 서울숲IT캐슬)", ,,상용 인력 공급 및 인사관리 서비스업,2005-01-24,12월
주식회사 모아모아여행사,MOAMOA TRAVEL LTD.,모아모아여행사, ,성창동,기타법인,110111-6453528,833-88-00790,서울특별시 중구 남대문시장길 73-3 (회현동1가) 제3호, ,,여행사업,2017-07-06,12월
(주)모아에스앤에스,"MOASNS Co., Ltd.",모아에스앤에스,052880,신동진,기타법인,120111-0124090,136-81-16019,대전광역시 중구 계룡로 858 (오류동),www.qands.co.kr,,그 외 기타 분류 안된 사업지원 서비스업,1995-09-29,12월
모젤스(주),"MOGELS  CO., Ltd",모젤스, ,박경민,기타법인,110111-2945313,211-87-45175,서울특별시 강남구 역삼동 837-11 유니온센터 1912, ,,그 외 기타 분류 안된 사업지원 서비스업,2004-02-10,12월
모터풀서비스(주),"MOTOR POOL SERVICE CO., LTD.",모터풀서비스, ,김순오,기타법인,110111-2130229,215-86-02021,서울특별시 송파구 풍납동 391-5 대원N빌딩 9층, ,,산업용 기계 및 장비 임대업,2000-12-04,12월
목송산업개발9주),moksong,목송산업개발9주), ,이명식,기타법인,200111-0037353,409-81-32561,광주광역시 서구 무진대로 567,www.moksong.com,,고용알선 및 인력공급업,1993-02-20,12월
(주)목평인력개발,mok pyoung corporation,목평인력개발, ,노재현,기타법인,180111-0282903,607-81-44282,부산광역시 연제구 고분로32번길 43 (연산동) 2층, ,,경비 및 경호 서비스업,1999-04-01,12월
목포에코드림 주식회사,Mokpo Ecodream,목포에코드림, ,박정수,기타법인,110111-8262521,639-88-02255,전라남도 목포시 대양산단로 58 (대양동) 2층, ,,그 외 기타 사업지원 서비스업,2022-03-25,12월
(주)무림하우징,MOOLIM HOUSING CORPORATION,무림하우징, ,이승엽,기타법인,110111-2413245,215-86-19444,"경기도 성남시 수정구 산성대로 223 9층 (신흥동, 일문파이낸스빌딩)",moolim.kr/,,사업시설 유지ㆍ관리 서비스업,2002-01-04,12월
(주)무엔투어,Muentour,무엔투어, ,김문,기타법인,110111-7323043,160-87-01452,"서울특별시 금천구 가산디지털1로 225 (가산동, 에이스가산포휴 212호", ,,여행사업,2019-12-15,12월
무원엘에스주식회사,MUWON LS Ltd.,무원엘에스, ,"최영수, 현경복",기타법인,110111-2390518,120-86-30097,"서울특별시 종로구 청계천로 85 (관철동, 삼일빌딩30층)",www.muwon.com,,기타 운송장비 임대업,2001-12-01,12월
(주)무지개렌트카,-,무지개렌트카, ,변창덕,기타법인,121111-0177519,130-86-50144,제주특별자치도 제주시 제성1길 30 (도두이동),-,,자동차 임대업,2008-09-22,12월
문산자유(주),"Moonsan Co.,Ltd",문산자유, ,김춘근,기타법인,110111-3720293,101-86-33486,서울특별시 종로구 신문로1가 금호아시아나본관, ,,사업시설 유지ㆍ관리 서비스업,2007-07-18,12월
문산파주병영관리 주식회사,"Munsan Paju Co., Ltd.",문산파주병영관리, ,김병수,기타법인,110111-8197869,232-81-06027,"서울특별시 용산구 이촌로 352 (용산동6가, 신동아쇼핑)", ,,사업시설 유지ㆍ관리 서비스업,2022-02-14,12월
문학개발주식회사,MUN HACK DEVELOPEMENT,문학개발, ,장익찬,기타법인,110111-1244261,105-81-77410,인천광역시 남구 문학동 75번지, ,,그 외 기타 분류 안된 사업지원 서비스업,1996-02-13,12월
