회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
(주)대경,"DAEKYUNG CO.,LTD.",대경, ,김홍식,기타법인,180111-0031186,603-81-15975,부산광역시 사하구 다산로 23 (다대동),www.dkhoist.com,,"산업용 트럭, 승강기 및 물품취급장비 제조업",1978-09-10,12월
(주)대경교역,"DAEKYUNG CO., LTD.",대경교역, ,김달재,기타법인,170111-0020826,514-81-04386,대구광역시 달서구 갈선동 358-116,www.everbelletex.com,,특수 직물 및 기타 직물 직조업,1985-02-16,12월
대경기업(주),daekyung corporation co ltd,대경기업, ,조영호,기타법인,195511-0058680,615-81-28207,경상남도 김해시 진례면 서부로 909-26 (산본리),dkc.co.kr,,유압기기 제조업,2002-08-27,12월
주식회사 대경레미콘,Daekyoung Lemicorn Ltd,대경레미콘, ,강경옥,기타법인,175011-0006724,503-81-57471,경상북도 고령군 쌍림면 신곡리 산 35, ,,레미콘 제조업,2002-03-02,12월
주식회사 대경레이저,dg,대경레이저, ,정의도,기타법인,170111-0447715,504-81-96628,대구광역시 북구 노원로 53 (노원동3가),-,,"레이더, 항행용 무선기기 및 측량기구 제조업",2011-12-30,12월
대경로보텍(주),"DAEKYUNG ROBOTECH Co.,Ltd",대경로보텍, ,이정대,기타법인,170111-0629678,139-81-44358,대구광역시 달성군 유가읍 테크노중앙대로 149 (금리), ,,그 외 기타 특수목적용 기계 제조업,2017-01-16,12월
주식회사 대경바스컴,"DK Vascom Co.,LTD",대경바스컴, ,"한대현, 한승민",기타법인,110111-0546808,101-81-19252,경기도 의정부시 산단로 82 (용현동),www.dkvascom.co.kr,,기타 음향기기 제조업,1987-10-15,12월
(주)대경배관,"DAEKYUNG CO.,LTD",대경배관, ,정창상,기타법인,135511-0108320,134-81-57862,"경기도 안산시 단원구 별망로 391 (목내동, (주)대경배관)", ,,그 외 기타 금속가공업,2000-07-07,12월
(주)대경벤드,"DAE KYUNG BEND CO.,LTD",대경벤드, ,김학철,기타법인,180111-0410611,606-81-75098,경상남도 양산시 어곡동 856-5,www.daekyung21.com,,전동기 및 발전기 제조업,2002-06-01,12월
대경산업(주),DAE KYOUNG INDUSTRIAL,대경산업, ,최동철,기타법인,115911-0057648,128-81-63433,경기도 고양시 일산동구 은마길 71 (설문동), ,,그 외 기타 분류 안된 금속 가공 제품 제조업,2001-10-01,12월
대경스틸산업 주식회사,Daekyung steel. co,대경스틸산업, ,오선숙,기타법인,110111-4167816,204-86-16302,서울특별시 동대문구 안암로 48 (용두동) 2층, ,,그 외 기타 금속가공업,2009-09-01,12월
대경식품(주),DEA-KYOUNG FOOD,대경식품, ,손명낙,기타법인,110111-0339914,229-81-15118,서울특별시 서초구 양재동 275-6,www.onggane.co.kr,,장류 제조업,1982-12-20,12월
대경실업주식회사,"DAEKYUNG INDUSTRIAL CO.,LTD.",대경실업, ,유경연,기타법인,180111-0028133,606-81-03987,부산광역시 사상구 학장동 262-7,www.dkrope.com,,끈 및 로프 제조업,1977-11-04,12월
주식회사 대경에스코,DAEKYUNG ESCO CO. Ltd,대경에스코, ,윤학상,기타법인,120111-0312009,131-81-78005,"인천광역시 연수구 송도과학로 32 (송도동, 송도테크노파크IT센터) M동 1903호",www.krico.co.kr,,"산업용 오븐, 노 및 노용 버너 제조업",2003-03-03,12월
(주)대경엠앤아이,"DAEKYUNG M&I CO., LTD.",대경엠앤아이, ,김학태,기타법인,206211-0005469,417-81-11849,전라남도 여수시 여수산단로 241 (월하동), ,,그 외 기타 특수목적용 기계 제조업,1996-01-04,12월
주식회사 대경열처리,"DAE KYEONG HEAT TREATMENT CO.,LTD",대경열처리, ,김봉수,기타법인,194211-0202630,609-86-07390,"경상남도 창원시 성산구 성주로81번길 26 (남산동, 대경진공열처리)", ,,금속 열처리업,2012-07-17,12월
대경염직(주),DAE KYOUNG DYEING & FINISHING CO.LTD,대경염직, ,이효균,기타법인,170111-0079063,503-81-28656,대구광역시 서구 이현동 42-222, ,,"직물, 편조원단 및 의복류 염색 가공업",1994-09-13,12월
(주)대경오앤티,"DAE KYUNG OIL & TRANSPORTATION CO.,LTD",대경오앤티, ,박주영,기타법인,184511-0013207,621-81-18169,부산광역시 사하구 장평로 277 (KEB 하나은행 3층),-,,동물성 유지 제조업,1995-12-20,12월
주식회사 대경인더스,"Dae Kyung Indus Co., Ltd.",대경인더스, ,김동호,기타법인,120111-0123240,139-81-22408,인천광역시 남동구 고잔동 730-3, ,,목재문 및 관련제품 제조업,1995-09-01,12월
(주)대경전자,DAEKYUNG ELECTRO MEDICAL LTD.,대경전자, ,강철영,기타법인,115411-0012030,127-81-67270,경기도 포천군 소흘읍 무봉리 393-6,www.daekyungmed.co.kr,,그 외 기타 의료용 기기 제조업,1996-06-22,12월
(주)대경전자,DAEKYUNG ELECTRONICS.INC,대경전자, ,이경환,기타법인,120111-0314823,122-81-77147,인천광역시 부평구 청천동 425 부평우림라이온스밸리 A308호, ,,전자부품 실장기판 제조업,2003-04-04,12월
대경정공(주),"Daekyung Precision Co., Ltd",대경정공, ,김철대,기타법인,170111-0151241,502-81-46836,대구광역시 동구 안심로55길 6 (동호동),www.casterchamp.com,,농업 및 임업용 기계 제조업,1999-05-25,12월
주식회사 대경정밀,DAE-KYUNG PRECISION Co.Ltd,대경정밀, ,김동호,기타법인,135011-0071428,133-81-28097,경기도 시흥시 정왕동 1285-1193fk326),www.dkp2000.com,,자동차 및 트레일러 제조업,1995-09-01,12월
대경정밀공업(주),"Dae Kyung Co., Ltd.",대경정밀공업, ,정해준,기타법인,134811-0252883,143-81-06601,경기도 화성시 장안면 3.1만세로 555-1 (수촌리),www.daekyung21.co.kr,,자동차용 금속 압형제품 제조업,2012-10-17,12월
(주)대경제약,Dai Kyoung pharmaceutic,대경제약, ,김경태,기타법인,120111-0811316,455-88-00339,인천광역시 남동구 함박뫼로377번길 115 (남촌동)76블럭 13로트,www.dkiaiyou@gmail.com,,살균ㆍ살충제 및 농약 제조업,2016-04-08,12월
대경중공업 주식회사,"DAE KYOUNG CO., LTD",대경중공업, ,정오균,기타법인,230111-0131597,610-81-86600,전라북도 군산시 오식도동 868-2,www.dkhi.co.kr,,선박 구성 부분품 제조업,2007-04-01,12월
(주)대경중공업,"Dae Kyeong Heavy Industries & Construction Co., Ltd.",대경중공업, ,박용흠,기타법인,194311-0021666,608-81-70084,경상남도 함안군 칠서면 대치리 283-1, ,,선박 구성 부분품 제조업,2008-01-04,12월
대경중포장공업주식회사,DAE KYUNG PACK CO.LTD,대경중포장공업, ,나철주,기타법인,130111-0027870,134-81-08041,경기도 안산시 성곡동 661-1, ,,인쇄업,1987-09-30,12월
대경케미칼,Daekyung Chemical,대경케미칼, ,이한,기타법인,184611-0034615,622-81-26323,경상남도 김해시 상동면 묵방로 80 (우계리),daekyungtape.com,,표면처리 및 적층 직물 제조업,1999-08-30,12월
주식회사 대경코빌,DaeGyeongCoBile,대경코빌, ,마성창,기타법인,151111-0059282,155-86-00416,충청북도 충주시 대소원면 기업도시1로 69 (영평리) 주식회사 대경코빌, ,,그 외 자동차용 신품 부품 제조업,2017-01-01,12월
(주)대경테크,"DK-TECH CO.., LTD",대경테크, ,김정우,기타법인,200111-0507471,152-87-00845,경상북도 구미시 1공단로4길 141-30 (공단동), ,,기타 인쇄업,2018-07-02,12월
주식회사 대경테크노,"Dae Kyoung Techno. co.,ltd.",대경테크노, ,곽현근,기타법인,176011-0032760,513-81-28648,경상북도 구미시 4공단로 145,www.dk-techno.com,,자동차 및 트레일러 제조업,2003-01-27,12월
(주)대경통상,DAE KYUNG CORPORATION,대경통상, ,차상표,기타법인,170111-0029406,502-81-15883,대구광역시 달서구 성당동 631-3,없음,,화학섬유직물 직조업,1986-09-15,12월
주식회사 대경특수공업,"DAEKYUNG SPECIAL INDUSTRY CO.,LTD.",대경특수공업, ,권준일,기타법인,121111-0053131,130-81-67465,"인천광역시 남동구 남동동로183번길 37 (고잔동, (주)대경특수공업)",www.dksi.co.kr,,기타 고무제품 제조업,1996-11-01,12월
대경특수보일러,"DAEKYUNG SPECIAL BOILER CO.,LTD",대경특수보일러, ,김석기,기타법인,181211-0035424,610-81-24093,울산광역시 남구 용연동 490-8, ,,산업용 난방보일러 및 방열기 제조업,1996-01-11,12월
(주)대경포인,"DAEKYUNGPOIN CO.,LTD.",대경포인, ,권동하,기타법인,110111-1076482,116-81-61994,경상북도 포항시 북구 새마을로 146, ,,비금속 광물제품 제조업,1994-09-15,12월
(주)대경프라스틱,DAEKYUNG PLASTIC CO LTD,대경프라스틱, ,곽태익,기타법인,174311-0001943,508-81-12635,경상북도 군위군 군위읍 수서리 561-17,www.daekyungpl.co.kr,,철강관 제조업,2002-04-04,12월
(주)대경피씨아이,"DAEKYUNG PCI CO.,LTD.",대경피씨아이, ,박유리,기타법인,234111-0104780,326-87-01353,"울산광역시 울주군 서생면 에너지산업1로 3 (신암리, (주)대경콘크리트산업)",www.dkpci.co.kr,,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,2019-01-22,12월
주식회사대경피앤씨,"DAE KYUNG P&C Co., Ltd.",대경피앤씨, ,박규수,기타법인,134811-0201541,124-87-03852,경기도 평택시 청북면 청북중앙로 349 (삼계리),www.dkpnc.com,,포장용 유리용기 제조업,2010-09-07,12월
대경화학(주),"DAEKYUNGCHEM CO., LTD.",대경화학, ,정도영,기타법인,180111-0514067,606-81-90992,부산광역시 사하구 다산로226번길 33 (장림동),www.daekyungchem.net/,,도금업,2005-04-01,12월
주식회사  대경휠터,"Dae Kyoung Air Filter Co.,Ltd",대경휠터, ,김경석,기타법인,134211-0034233,126-81-42257,경기도 광주시 초월읍 선동리 301-1,-,,자동차 및 트레일러 제조업,1999-12-20,12월
(주)대고,"DAEGO CO.,LTD.",대고, ,홍조원,기타법인,134111-0185492,138-81-57049,"경기도 안양시 동안구 평촌대로212번길 55 (관양동, 대고사옥 12층)",www.daego.com,,기타 직물제품 제조업,2010-01-01,12월
주식회사대고홀딩스,"DAEGOHOLDINGS CO.,LTD.",대고홀딩스, ,홍경작,기타법인,134111-0052328,138-81-12789,경기도 안양시 동안구 평촌대로212번길 55 대고빌딩 12층, ,,기타 직물제품 제조업,1996-11-30,12월
(주)대곤코퍼레이션,DAEKHON CORPORATION,대곤코퍼레이션, ,이재형,기타법인,110111-0907795,116-81-44170,"서울특별시 구로구 디지털로 285 (구로동, 에이스트윈타워1차) 1201호",www.daekhon.co.kr,,기기용 자동측정 및 제어장치 제조업,1992-12-15,12월
(주)대광,DAI KWANG,대광, ,서상금,기타법인,131411-0275323,134-86-88133,"경기도 안산시 단원구 별망로 453 207호(목내동, 광양프런티어밸리-2지식산업센터)", ,,구조용 금속제품 제조업,2012-04-06,12월
주식회사 대광,Daekwang Corporation.,대광, ,박성식,기타법인,184611-0019617,622-81-14749,경상남도 김해시 한림면 명동리 산2-1, ,,자동차 및 트레일러 제조업,1996-08-28,12월
주식회사 대광,DAE KWANG CORP. LTD.,대광, ,백승한,기타법인,170111-0014639,504-81-22067,경상북도 칠곡군 석적면 중리 493-1,www.appletex.co.kr,,화학섬유직물 직조업,1977-12-23,12월
(주)대광,Deakoung.Co.,대광, ,장종태,기타법인,194911-0003232,612-81-06903,경상남도 고성군 고성읍 율대리,deakoung@hanmail.net,,선박 구성 부분품 제조업,1997-03-26,12월
대광고분자(주),"Daekwang Highpolymer Co.,Ltd.",대광고분자, ,김상무,기타법인,124411-0009193,128-81-16513,경기도 파주시 탄현면 축현산단로 88-29,www.daekwanghp.co.kr,,접착제 및 젤라틴 제조업,1990-01-01,12월
대광공업 주식회사,"DAEKWANG.CO.,LTD",대광공업, ,김경기,기타법인,170111-0164880,514-81-35593,대구광역시 달성군 논공읍 북1리 1-116,-,,자동차 신품 부품 제조업,2000-01-06,12월
(주) 대광기계,(Inc.) DAE KWANG MACHINERY ,대광기계, ,김석기,기타법인,154511-0040652,303-81-53273,경기도 이천시 신둔면 마소로11번길 183-103 (인후리) B1, ,,승강기 제조업,2009-01-01,12월
대광기업주식회사,"DAE KWANG CO.,LTD",대광기업, ,지현우,기타법인,230111-0052131,610-81-33044,부산광역시 서구 암남공원로 82 (암남동),www.daekwang.net,,금속선 가공제품 제조업,1998-09-01,12월
주식회사대광기업,"DAEKWANG ENTERPRISE CO., LTD",대광기업, ,신동진,기타법인,210111-0014846,402-81-19140,"전라북도 완주군 봉동읍 완주산단5로 322 (용암리, (주)대광기업)",godk.koreasme.com,,고무 타이어 및 튜브 제조업,1994-12-21,12월
대광다이캐스트공업(주),"DAE KWANG DIE CAST LND.CO.,LTD.",대광다이캐스트공업, ,유승훈,기타법인,134811-0001769,124-81-30167,경기도 오산시 누읍동25번지,www.daekwangdc.co.kr,,알루미늄주물 주조업,1974-12-31,12월
주식회사 대광단조,"DAEKWANG FORGING CO.,LTD",대광단조, ,유영선,기타법인,170111-0140343,514-81-31243,"경상북도 성주군 선남면 선노로 58-15 (소학리, 대광단조)", ,,자동차용 신품 동력전달장치 및 전기장치 제조업,2002-06-18,12월
(주)대광레미콘,DKREMICON,대광레미콘, ,임철수,기타법인,131211-0022124,126-81-94721,경기도 여주시 가남읍 여주남로 761 (본두리), ,,레미콘 제조업,2006-04-26,12월
(주)대광레미콘아스콘,DAE KWANG,대광레미콘아스콘, ,이재경,기타법인,154511-0035801,303-81-48329,충청북도 음성군 금왕읍 초금로 457-31,www.dkra.co.kr,,레미콘 제조업,2017-12-31,12월
주식회사 대광모티브,DG Motive Corp.,대광모티브, ,이래찬,기타법인,194211-0320854,207-81-99836,"경상남도 창원시 진해구 남영로527번길 16 (남양동, (주)대광모티브)",www.dgmotive.com,,자동차 엔진용 신품 부품 제조업,2020-07-17,12월
주식회사 대광목재,"DAEKWANGWOOD CO.,LTD",대광목재, ,최승용,기타법인,120111-0362145,137-81-64950,경기도 김포시 대곶면 대곶로 233-90, ,,목재문 및 관련제품 제조업,2004-12-27,12월
대광산기(주),DAEKWANG,대광산기, ,"김용희, 부성익",기타법인,171711-0063138,506-81-53722,경상북도 포항시 남구 상대로 124-1 (대도동) 세환빌딩4층,daekwang1971@hanmail.net,,기타 일반 기계 및 장비 수리업,2005-01-01,12월
대광산업(주),"DAE KWANG SANUP.  CO.,LTD",대광산업, ,고승대,기타법인,194311-0031285,608-81-90907,"경상남도 함안군 대산면 장암4길 98-3 (장암리, 대광산업(주))", ,,"알루미늄 제련, 정련 및 합금 제조업",2012-02-01,12월
주식회사 대광산업,"DAEKWANG INDUSTRIES CO.,Ltd.",대광산업, ,이동우,기타법인,171211-0009976,505-81-09183,"경상북도 경주시 외동읍 구어들밑길 62-26 (구어리, (주)대광산업)", ,,"금속 문, 창, 셔터 및 관련제품 제조업",1995-02-25,12월
주식회사 대광산업,"Daekwang Industrial co., Ltd",대광산업, ,변정식,기타법인,180111-0830695,606-86-41875,부산광역시 강서구 가달1로 64 (생곡동), ,,선박 구성 부분품 제조업,2012-10-22,12월
(주)대광산업,"DAE KWANG Co., Ltd.",대광산업, ,천병승,기타법인,230111-0172731,620-81-38309,울산광역시 북구 모듈화산업로 12 (효문동), ,,절삭가공 및 유사처리업,2011-01-14,12월
대광섬유주식회사,"DAEKWANG TEXTILE CO.,Ltd",대광섬유, ,허춘위,기타법인,184611-0034053,622-81-25552,경상남도 김해시 안동 261-14, ,,침구 및 관련제품 제조업,1999-07-13,12월
대광소결금속(주),"DAEKWANG SINTER METAL CO.,LTD",대광소결금속, ,"박병곤, 김덕주",기타법인,170111-0120551,503-81-34202,경상북도 고령군 다산면 벌지2리 418-2, ,,자동차 및 트레일러 제조업,1997-05-13,12월
(주)대광스틸,DAEKWANGSTEEL,대광스틸, ,엄영근,기타법인,195511-0064603,615-81-32846,경상남도 김해시 장유면 부곡리 192-8, ,,기타 제품 제조업,2003-05-02,12월
(주)대광아스콘,"DAE KWANG ASCON Co.,Ltd.",대광아스콘, ,"임철수, 조혜영",기타법인,131211-0019733,126-81-83923,경기도 여주시 가남읍 여주남로 761 (본두리), ,,아스팔트 콘크리트 및 혼합제품 제조업,2004-12-10,12월
(주)대광안전유리,"Daekwang Safety Glass Co.,LTD",대광안전유리, ,정민모,기타법인,141211-0017579,224-81-20300,강원도 원주시 문막읍동화리 348-2, ,,판유리 및 판유리 가공품 제조업,2000-10-19,12월
주식회사 대광오토텍,"DeaKwang Autotech.co.,Ltd",대광오토텍, ,김대욱,기타법인,180111-1314929,542-88-01928,"부산광역시 강서구 미음산단로76번길 29 (구랑동, (주)엠스) 주식회사 대광오토텍", ,,자동차용 금속 압형제품 제조업,2020-10-01,12월
(주)대광정공,"DAE KWANG PRECISION INDUSTRIAL CO.,LTD",대광정공, ,이종율,기타법인,120111-0194069,137-81-22552,전라북도 군산시 오식도동 511-1. 표준공장 7동, ,,자동차 및 트레일러 제조업,1999-06-01,12월
주식회사 대광주철,"Daekwang Cast Iron Co., Ltd",대광주철, ,최재석,기타법인,110111-0835160,135-81-10759,충청남도 천안시 동남구 수신면 속창리 139-3, ,,선철주물 주조업,1992-02-14,12월
(주)대광중공업,"DAE KWANG HEAVY INDUSTRIES CO., LTD.",대광중공업, ,김기용,기타법인,180111-0624171,606-86-08600,부산광역시 강서구 지사동 1167-1, ,,기어 및 동력전달장치 제조업,2008-02-25,12월
주식회사 대광지공,"DAEKWANG PAPER PROCESS CO.,LTD",대광지공, ,김지현,기타법인,120111-0206848,137-81-24808,경기도 김포시 하성면 원산로 34 (원산리), ,,"적층, 합성 및 특수표면처리 종이 제조업",1999-11-19,12월
대광직물주식회사,"DAE KWANG TEXTILE CO., LTD",대광직물, ,백승봉,기타법인,174811-0001919,515-81-00286,경상북도 경산시 압량면 용암리 206번지,www.daekwangtex.co.kr,,화학섬유직물 직조업,1976-11-30,06월
주식회사 대광직물,"DAEKWANG TEXTILE CO.,LTD",대광직물, ,이상봉,기타법인,184511-0007242,621-81-00941,경상남도 양산시 유산동 170-1, ,,모 방적업,1991-08-26,06월
(주)대광테크,"DAE KWANG TECH CO., LTD.",대광테크, ,진순정,기타법인,180111-0445709,606-81-80489,부산광역시 강서구 녹산산단231로 70 (송정동), ,,도장 및 기타 피막처리업,2003-04-08,12월
대광테크윈주식회사,DAE GWANG TECHWIN,대광테크윈, ,정종필외1명,기타법인,160111-0203680,314-81-80862,경상남도 창원시 진해구 남영로527번길 102 (남양동), ,,자동차 엔진용 신품 부품 제조업,2006-02-24,12월
주식회사 대광텍스타일,DAE KWANG TEXTILE INC.,대광텍스타일, ,김월연,기타법인,170111-0419863,514-81-75334,대구광역시 달서구 성서4차첨단로 50-19 (대천동), ,,연사 및 가공사 제조업,2011-01-07,12월
(주)대광판넬,Daegwang panel,대광판넬, ,한갑호,기타법인,200111-0332505,410-86-56291,광주광역시 서구 유덕로 91 (유촌동), ,,구조용 금속 판제품 및 공작물 제조업,2013-04-01,12월
대광화공주식회사,"DAEKWANG CHEMICAL CO.,LTD",대광화공, ,김종배,기타법인,184611-0043955,615-81-16735,경상남도 김해시 상동면 동북로437번길 83-43 (매리) 대광화공(주),dkc21.com,,화약 및 불꽃제품 제조업,2000-12-06,12월
(주)대교,daekyo,대교, ,김칠연,기타법인,170111-0328692,503-81-75936,대구광역시 달서구 파호동92-15,daekyosteel.com,,구조용 금속제품 제조업,2007-04-10,12월
대교공업(주), ,대교공업, ,진영춘,기타법인,180111-0305846,603-81-40192,부산광역시 강서구 송정동 1664-6, ,,기타 금속 가공제품 제조업,1999-11-24,12월
(주) 대교에이스                                          ,"DAE KYO ACE CO.,LTD",대교에이스, ,구자왕,기타법인,134811-0107385,124-86-32990,세종특별자치시 소정면 소정산단동로 27 (고등리), ,,기타 건축용 플라스틱 조립제품 제조업,2005-06-01,12월
대교엔지니어링(주),"DAEKYO Engineering Co.,Ltd",대교엔지니어링, ,남상권,기타법인,180111-0492057,603-81-56919,부산광역시 강서구 명지동 517-2, ,,일반 목적용 기계 제조업,2004-08-01,12월
주식회사 대구정밀,"DAEGU PRECISION CO.,LTD",대구정밀, ,송희재,기타법인,170111-0033316,514-81-16806,경상북도 칠곡군 왜관읍 낙산리 655-3번지,www.dgsp.co.kr,,금속 스프링 제조업,1988-02-05,12월
대구텍 주식회사,TaeguTec Ltd.,대구텍, ,모셰샤론,기타법인,110111-1536387,514-81-30657,대구광역시 달성군 가창면 용계리 304,http://www.taegutec.co.kr/,,금속 절삭기계 제조업,1998-04-17,12월
유한회사 대구특수금속,DAEGU SPECIAL METAL,대구특수금속, ,이상태,기타법인,170114-0009014,503-81-99597,"대구광역시 달성군 다사읍 세천로3길 69 (세천리, 대구특수금속세천공장)", ,,자동차 차체용 신품 부품 제조업,2012-04-01,12월
대구특수나염(주),"daegu specialtextile printing co.,ltd",대구특수나염, ,곽성호,기타법인,170111-0032871,503-81-09284,대구광역시 서구 비산동2041-111, ,,날염 가공업,1988-02-01,12월
(주)대구프라스틱,"TAEGU PLASTIC Co., Ltd.",대구프라스틱, ,성세영,기타법인,175211-0005277,504-81-21108,경상북도 칠곡군 가산면 경북대로 1547, ,,포장용 플라스틱 성형용기 제조업,1996-03-28,12월
(주)대국무역,"DAE KOOK CO., LTD.",대국무역, ,김태연,기타법인,110111-1135866,120-81-69020,서울특별시 강남구 역삼동 608-10,www.daekook.com,,스타킹 및 기타 양말 제조업,1995-03-09,12월
대국산업 주식회사,daegoo inc.,대국산업, ,김근배,기타법인,110111-1425069,109-81-50825,경기도 파주시 월롱면 용주서원길 95-1 (덕은리), ,,금속 가구 제조업,1997-07-01,12월
주식회사 대국아이.엔.티,"DAEKOOK I.N.T CO.,LTD",대국아이.엔.티, ,임재진,기타법인,180111-0291748,607-81-45409,부산광역시 금정구 금사동 85-19,www.dkint.co.kr,,자동차용 신품 동력전달장치 및 전기장치 제조업,2003-11-20,12월
주식회사 대국환경기업,daekukenvironment,대국환경기업, ,조연희,기타법인,164711-0024626,307-81-36766,"세종특별자치시 금남면 안금로 419 76, 901~5호 (원시동,타원TAKRA2지식산업센타)",경기도 안산시 단원구  동산로,,그 외 기타 종이 및 판지 제품 제조업,2012-03-23,12월
주식회사 대균,"DAE GYUN Co.,ltd",대균, ,김기수,기타법인,194211-0060187,609-81-57764,"경상남도 창원시 마산회원구 자유무역3길 130 (양덕동, (주)대균)", ,,기타 전자부품 제조업,2003-02-20,12월
대금스틸 주식회사,DAEGEUM STEEL,대금스틸, ,곽동구,기타법인,195511-0220411,343-86-01104,경상남도 김해시 한림면 안하로116번길 29 (안하리), ,,열간 압연 및 압출 제품 제조업,2018-06-05,12월
(주)대금지오웰,"Daekeum Geowell.CO.,LTD.",대금지오웰, ,이승우,기타법인,120111-0071366,131-81-19404,인천광역시 남구 도화동 720번지,www.daekeum.co.kr,,분사기 및 소화기 제조업,1991-12-19,12월
(주)대기공업,"DAEGI INDUSTRIAL Co.,LTD.",대기공업, ,양진동,기타법인,194911-0002284,612-81-20827,"경상남도 거제시 사등면 거제대로 5330-20 (사등리, (주)대기공업)",www.dicoship.com,,선박 구성 부분품 제조업,1993-09-08,12월
(주)대기목재,"DAE KI TIMBER CO.,LTD.",대기목재, ,김재영,기타법인,120111-0039653,139-81-10106,인천광역시 남동구 능허대로577번길 4 (고잔동), ,,목재문 및 관련제품 제조업,1987-01-23,12월
대기이에스티(주),"DAEKIE EST Co.,Ltd",대기이에스티, ,구창회,기타법인,120111-0463951,131-86-08033,"인천광역시 남동구 남동서로 9 (고잔동, 135블럭 12로트)",www.dkest.com/,,자동차 신품 부품 제조업,2013-05-07,12월
(주)대길통상,"DAE GIL TRADING CO., LTD",대길통상, ,최하영,기타법인,110111-0311179,215-81-16699,"경기도 시흥시 소망공원로 159 (정왕동, (주)대길통상)", ,,기타 금속 가공제품 제조업,1982-01-25,12월
주식회사 대남,"DAE NAM TEXTILE Co., LTD",대남, ,백용진,기타법인,174711-0001359,505-81-04096,"경상북도 영천시 북안면 북안공단길 51 (반정리, (주)대남)",daenamtex.co.kr,,화학섬유직물 직조업,1989-04-26,12월
(주)대농,Daenong Corporation,대농, ,최광철,기타법인,110111-0138572,105-81-33940,충청북도 청주시 청원구 내수읍 도원세교로 59-36 (도원리),www.daenong21.com,,면 방적업,1953-11-13,12월
(주)대농어패럴,"DAENONG APPAREL CO., LTD",대농어패럴, ,최광철,기타법인,110111-8468640,696-81-02939,"서울특별시 강남구 학동로 401 (청담동, 금하빌딩) 6층", ,,겉옷 제조업,2022-11-04,12월
대농중공업(주), ,대농중공업, ,신상호,기타법인,120111-0044074,315-81-02442,충청북도 청주시 흥덕구 송정동 27-5, ,,건설 및 채광용 기계장비 제조업, ,12월
(주)대농텍스타일,daenong textile,대농텍스타일, ,최광철,기타법인,110111-3878266,120-87-26682,"서울특별시 강남구 학동로 401 (청담동, 금하빌딩) 6층",www.daenong21.com,,면직물 직조업,2008-04-14,12월
(주) 대닉스,daenyx,대닉스, ,최정한,기타법인,110111-1416076,106-81-67711,서울특별시 용산구 한강로2가,imcplaza.com,,컴퓨터 및 주변장치 제조업,1997-06-02,12월
대달산업 주식회사,"daedal industry co,.ltd",대달산업, ,송재원,기타법인,195111-0016636,608-81-94198,경상북도 영천시 금호읍 영천산단로 189,www.daedal.co.kr,,그 외 기타 화학제품 제조업,2012-08-13,12월
주식회사 대대양기업,"DAEDAEYANGGIUP CO., LTD.",대대양기업, ,양대석,기타법인,194911-0026359,612-81-41083,"경상남도 거제시 거제대로 3370 (아주동, 한화오션)", ,,선박 구성 부분품 제조업,2012-06-27,12월
주식회사 대대푸드원,"DAEDAEFOODONE CO.,LTD",대대푸드원, ,조동민,기타법인,110111-1184334,133-81-29228,인천광역시 남동구 고잔동 666-11(남동공단 100블럭 12롯트),DAEDAE.CO.KR,,육류 가공 및 저장 처리업,1995-09-01,12월
(주)대덕,DAEDUCK CO. LTD,대덕, ,변정옥,기타법인,194211-0041476,609-81-42562,"경상남도 창원시 마산회원구 내서읍 함마대로 2536-10 (주)대덕(용담리, 공장)",무,,건설 및 채광용 기계장비 제조업,2000-06-16,12월
대덕GDS(주),"DAEDUCK GDS CO.,LTD",대덕GDS,004130,"김영재, 강경식",기타법인,130111-0007640,134-81-03503,경기도 안산시 단원구 강촌로 230 (목내동),www.daeduckgds.co.kr,,인쇄회로기판 및 전자부품 실장기판 제조업,1965-01-13,12월
대덕가스(주),"DAEDEOK GAS CO.,LTD",대덕가스, ,박유신,기타법인,124311-0007305,139-81-02682,인천광역시 남동구 남촌동 622-2 남동공단 12B 3L, ,,"산소, 질소 및 기타 산업용 가스 제조업",1981-10-06,12월
(주)대덕기업,daeduk,대덕기업, ,김정화,기타법인,150111-0304844,641-86-02180,충청북도 청주시 흥덕구 옥산면 옥산산단1로 107 (호죽리), ,,그 외 자동차용 신품 부품 제조업,2021-04-01,12월
주식회사 대덕기업,"DaeDuk Enterprise Co.,Ltd.",대덕기업, ,김한도,기타법인,194211-0053174,609-81-52167,경상남도 창원시 의창구 남면로113번길 25-44 (대원동),-,,금속 절삭기계 제조업,2002-02-22,12월
대덕기연(주),"DAIDUCK PIPING CO.,LTD",대덕기연, ,최무형,기타법인,110111-0812100,113-81-23201,서울특별시 강남구 선릉로86길 31 롯데골드로즈2 801호,www.daiduck.com,,철강관 제조업,1991-11-01,12월
(주)대덕바이오,"DBIO, Inc.",대덕바이오, ,성창근,기타법인,160111-0091895,314-81-30095,"충청남도 금산군 추부면 신평공단로 57 (신평리, (주)대덕바이오)",www.dbio.co.kr,,생물 살균ㆍ살충제 및 식물보호제 제조업,2000-01-13,12월
주식회사 대덕사,Daeducksa Co.,대덕사, ,권형근,기타법인,181211-0009198,620-81-00123,울산광역시 북구 효문동 712-1번지, ,,자동차 및 트레일러 제조업,1988-04-15,12월
